Using cuda device
Logging to C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v12\logs\pp_v12_1
---------------------------------
| rollout/           |          |
|    loss                 | 9.04       |
|    n_updates            | 30         |
|    policy_gradient_loss | -0.00334   |
|    std                  | 0.994      |
|    value_loss           | 60.7       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 424         |
|    ep_rew_mean          | -408        |
| time/                   |             |
|    fps                  | 2869        |
|    iterations           | 5           |
|    time_elapsed         | 14          |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.004204449 |
|    clip_fraction        | 0.0169      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.65       |
|    explained_variance   | 0.758       |
|    learning_rate        | 0.0003      |
|    loss                 | 11          |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00185    |
|    std                  | 0.99        |
|    value_loss           | 60.4        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 459          |
|    ep_rew_mean          | -433         |
| time/                   |              |
|    fps                  | 2850         |
|    iterations           | 6            |
|    time_elapsed         | 17           |
|    total_timesteps      | 49152        |
| train/                  |              |
|    approx_kl            | 0.0053673657 |
|    clip_fraction        | 0.0414       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.63        |
|    explained_variance   | 0.869        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.92         |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.00319     |
|    std                  | 0.989        |
|    value_loss           | 42.7         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 442         |
|    ep_rew_mean          | -408        |
| time/                   |             |
|    fps                  | 2818        |
|    iterations           | 7           |
|    time_elapsed         | 20          |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.007080417 |
|    clip_fraction        | 0.0544      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.63       |
|    explained_variance   | 0.873       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.9        |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00397    |
|    std                  | 0.989       |
|    value_loss           | 38          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 440         |
|    ep_rew_mean          | -408        |
| time/                   |             |
|    fps                  | 2808        |
|    iterations           | 8           |
|    time_elapsed         | 23          |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.009536309 |
|    clip_fraction        | 0.0807      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.64       |
|    explained_variance   | 0.946       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.84        |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00424    |
|    std                  | 0.992       |
|    value_loss           | 24.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 457         |
|    ep_rew_mean          | -420        |
| time/                   |             |
|    fps                  | 2784        |
|    iterations           | 9           |
|    time_elapsed         | 26          |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.007593208 |
|    clip_fraction        | 0.066       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.64       |
|    explained_variance   | 0.943       |
|    learning_rate        | 0.0003      |
|    loss                 | 11.8        |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00448    |
|    std                  | 0.991       |
|    value_loss           | 32.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 433         |
|    ep_rew_mean          | -383        |
| time/                   |             |
|    fps                  | 2730        |
|    iterations           | 10          |
|    time_elapsed         | 30          |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.006551115 |
|    clip_fraction        | 0.0502      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.64       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.44        |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00308    |
|    std                  | 0.993       |
|    value_loss           | 10.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 462         |
|    ep_rew_mean          | -414        |
| time/                   |             |
|    fps                  | 2701        |
|    iterations           | 11          |
|    time_elapsed         | 33          |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.005544712 |
|    clip_fraction        | 0.0384      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.64       |
|    explained_variance   | 0.94        |
|    learning_rate        | 0.0003      |
|    loss                 | 9.74        |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00155    |
|    std                  | 0.99        |
|    value_loss           | 34.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 461          |
|    ep_rew_mean          | -412         |
| time/                   |              |
|    fps                  | 2681         |
|    iterations           | 12           |
|    time_elapsed         | 36           |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0075387233 |
|    clip_fraction        | 0.0648       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.64        |
|    explained_variance   | 0.96         |
|    learning_rate        | 0.0003       |
|    loss                 | 6.13         |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00512     |
|    std                  | 0.992        |
|    value_loss           | 16.8         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 467         |
|    ep_rew_mean          | -406        |
| time/                   |             |
|    fps                  | 2677        |
|    iterations           | 13          |
|    time_elapsed         | 39          |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.009740721 |
|    clip_fraction        | 0.118       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.62       |
|    explained_variance   | 0.931       |
|    learning_rate        | 0.0003      |
|    loss                 | 15          |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.00761    |
|    std                  | 0.984       |
|    value_loss           | 34.1        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 461          |
|    ep_rew_mean          | -376         |
| time/                   |              |
|    fps                  | 2656         |
|    iterations           | 14           |
|    time_elapsed         | 43           |
|    total_timesteps      | 114688       |
| train/                  |              |
|    approx_kl            | 0.0076708267 |
|    clip_fraction        | 0.0828       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.6         |
|    explained_variance   | 0.955        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.21         |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00738     |
|    std                  | 0.978        |
|    value_loss           | 15.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 438         |
|    ep_rew_mean          | -324        |
| time/                   |             |
|    fps                  | 2640        |
|    iterations           | 15          |
|    time_elapsed         | 46          |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.006266778 |
|    clip_fraction        | 0.0877      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.59       |
|    explained_variance   | 0.944       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.91        |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00661    |
|    std                  | 0.978       |
|    value_loss           | 16          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 450          |
|    ep_rew_mean          | -309         |
| time/                   |              |
|    fps                  | 2633         |
|    iterations           | 16           |
|    time_elapsed         | 49           |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0061990838 |
|    clip_fraction        | 0.0736       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.59        |
|    explained_variance   | 0.923        |
|    learning_rate        | 0.0003       |
|    loss                 | 10.9         |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00473     |
|    std                  | 0.978        |
|    value_loss           | 17.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 433          |
|    ep_rew_mean          | -265         |
| time/                   |              |
|    fps                  | 2634         |
|    iterations           | 17           |
|    time_elapsed         | 52           |
|    total_timesteps      | 139264       |
| train/                  |              |
|    approx_kl            | 0.0069048097 |
|    clip_fraction        | 0.0786       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.57        |
|    explained_variance   | 0.911        |
|    learning_rate        | 0.0003       |
|    loss                 | 7.26         |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00435     |
|    std                  | 0.97         |
|    value_loss           | 23.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 449          |
|    ep_rew_mean          | -256         |
| time/                   |              |
|    fps                  | 2637         |
|    iterations           | 18           |
|    time_elapsed         | 55           |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0045646583 |
|    clip_fraction        | 0.0565       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.55        |
|    explained_variance   | 0.914        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.74         |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00356     |
|    std                  | 0.973        |
|    value_loss           | 13.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 461          |
|    ep_rew_mean          | -266         |
| time/                   |              |
|    fps                  | 2626         |
|    iterations           | 19           |
|    time_elapsed         | 59           |
|    total_timesteps      | 155648       |
| train/                  |              |
|    approx_kl            | 0.0065203616 |
|    clip_fraction        | 0.0573       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.55        |
|    explained_variance   | 0.821        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.96         |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00263     |
|    std                  | 0.965        |
|    value_loss           | 14.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 449         |
|    ep_rew_mean          | -252        |
| time/                   |             |
|    fps                  | 2615        |
|    iterations           | 20          |
|    time_elapsed         | 62          |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.009302879 |
|    clip_fraction        | 0.0768      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.54       |
|    explained_variance   | 0.852       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.36        |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00217    |
|    std                  | 0.969       |
|    value_loss           | 8.11        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 455          |
|    ep_rew_mean          | -255         |
| time/                   |              |
|    fps                  | 2612         |
|    iterations           | 21           |
|    time_elapsed         | 65           |
|    total_timesteps      | 172032       |
| train/                  |              |
|    approx_kl            | 0.0071303295 |
|    clip_fraction        | 0.065        |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.52        |
|    explained_variance   | 0.769        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.91         |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00494     |
|    std                  | 0.958        |
|    value_loss           | 11.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 409          |
|    ep_rew_mean          | -228         |
| time/                   |              |
|    fps                  | 2611         |
|    iterations           | 22           |
|    time_elapsed         | 69           |
|    total_timesteps      | 180224       |
| train/                  |              |
|    approx_kl            | 0.0049053477 |
|    clip_fraction        | 0.0368       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.52        |
|    explained_variance   | 0.791        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.83         |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.002       |
|    std                  | 0.965        |
|    value_loss           | 20.1         |
------------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 355       |
|    ep_rew_mean          | -195      |
| time/                   |           |
|    fps                  | 2606      |
|    iterations           | 23        |
|    time_elapsed         | 72        |
|    total_timesteps      | 188416    |
| train/                  |           |
|    approx_kl            | 0.0047421 |
|    clip_fraction        | 0.0351    |
|    clip_range           | 0.2       |
|    entropy_loss         | -5.52     |
|    explained_variance   | 0.745     |
|    learning_rate        | 0.0003    |
|    loss                 | 15        |
|    n_updates            | 220       |
|    policy_gradient_loss | -0.00244  |
|    std                  | 0.964     |
|    value_loss           | 33.7      |
---------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 361          |
|    ep_rew_mean          | -193         |
| time/                   |              |
|    fps                  | 2598         |
|    iterations           | 24           |
|    time_elapsed         | 75           |
|    total_timesteps      | 196608       |
| train/                  |              |
|    approx_kl            | 0.0055674687 |
|    clip_fraction        | 0.0412       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.5         |
|    explained_variance   | 0.803        |
|    learning_rate        | 0.0003       |
|    loss                 | 12.8         |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00269     |
|    std                  | 0.953        |
|    value_loss           | 27.8         |
------------------------------------------
[PeriodicArtifactCallback] step 200000: saving checkpoint, evaluating, rendering...
[PeriodicArtifactCallback] step 200000: success_rate=0.00 pick_success_rate=0.10 mean_reward=-439.79 -> C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v12\dashboard.html
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 367          |
|    ep_rew_mean          | -189         |
| time/                   |              |
|    fps                  | 2232         |
|    iterations           | 25           |
|    time_elapsed         | 91           |
|    total_timesteps      | 204800       |
| train/                  |              |
|    approx_kl            | 0.0090791425 |
|    clip_fraction        | 0.0782       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.43        |
|    explained_variance   | 0.889        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.44         |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.0028      |
|    std                  | 0.935        |
|    value_loss           | 8.43         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 372          |
|    ep_rew_mean          | -190         |
| time/                   |              |
|    fps                  | 2245         |
|    iterations           | 26           |
|    time_elapsed         | 94           |
|    total_timesteps      | 212992       |
| train/                  |              |
|    approx_kl            | 0.0074518607 |
|    clip_fraction        | 0.0854       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.38        |
|    explained_variance   | 0.765        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.8          |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.00161     |
|    std                  | 0.928        |
|    value_loss           | 10.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 344         |
|    ep_rew_mean          | -169        |
| time/                   |             |
|    fps                  | 2249        |
|    iterations           | 27          |
|    time_elapsed         | 98          |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.006814825 |
|    clip_fraction        | 0.0754      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.37       |
|    explained_variance   | 0.824       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.19        |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.0023     |
|    std                  | 0.927       |
|    value_loss           | 11          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 362          |
|    ep_rew_mean          | -186         |
| time/                   |              |
|    fps                  | 2254         |
|    iterations           | 28           |
|    time_elapsed         | 101          |
|    total_timesteps      | 229376       |
| train/                  |              |
|    approx_kl            | 0.0072923573 |
|    clip_fraction        | 0.0678       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.36        |
|    explained_variance   | 0.867        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.84         |
|    n_updates            | 270          |
|    policy_gradient_loss | -0.00411     |
|    std                  | 0.924        |
|    value_loss           | 13.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 373         |
|    ep_rew_mean          | -186        |
| time/                   |             |
|    fps                  | 2262        |
|    iterations           | 29          |
|    time_elapsed         | 105         |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.008178766 |
|    clip_fraction        | 0.0842      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.35       |
|    explained_variance   | 0.86        |
|    learning_rate        | 0.0003      |
|    loss                 | 12.1        |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.00289    |
|    std                  | 0.921       |
|    value_loss           | 17.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 362         |
|    ep_rew_mean          | -181        |
| time/                   |             |
|    fps                  | 2271        |
|    iterations           | 30          |
|    time_elapsed         | 108         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.007551524 |
|    clip_fraction        | 0.0815      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.35       |
|    explained_variance   | 0.92        |
|    learning_rate        | 0.0003      |
|    loss                 | 2.62        |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00367    |
|    std                  | 0.924       |
|    value_loss           | 7.61        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 373         |
|    ep_rew_mean          | -186        |
| time/                   |             |
|    fps                  | 2281        |
|    iterations           | 31          |
|    time_elapsed         | 111         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.005815831 |
|    clip_fraction        | 0.0705      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.36       |
|    explained_variance   | 0.902       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.72        |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.00414    |
|    std                  | 0.926       |
|    value_loss           | 10.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 385         |
|    ep_rew_mean          | -189        |
| time/                   |             |
|    fps                  | 2290        |
|    iterations           | 32          |
|    time_elapsed         | 114         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.008000979 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.36       |
|    explained_variance   | 0.858       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.68        |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00417    |
|    std                  | 0.923       |
|    value_loss           | 7.27        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 402         |
|    ep_rew_mean          | -187        |
| time/                   |             |
|    fps                  | 2296        |
|    iterations           | 33          |
|    time_elapsed         | 117         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.006896118 |
|    clip_fraction        | 0.0811      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.33       |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.39        |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00304    |
|    std                  | 0.918       |
|    value_loss           | 3.66        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 402         |
|    ep_rew_mean          | -193        |
| time/                   |             |
|    fps                  | 2304        |
|    iterations           | 34          |
|    time_elapsed         | 120         |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.007879408 |
|    clip_fraction        | 0.0562      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.32       |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.47        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00215    |
|    std                  | 0.914       |
|    value_loss           | 11.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 391         |
|    ep_rew_mean          | -183        |
| time/                   |             |
|    fps                  | 2309        |
|    iterations           | 35          |
|    time_elapsed         | 124         |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.006601847 |
|    clip_fraction        | 0.0627      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.29       |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.67        |
|    n_updates            | 340         |
|    policy_gradient_loss | -0.00324    |
|    std                  | 0.908       |
|    value_loss           | 9.69        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 409         |
|    ep_rew_mean          | -191        |
| time/                   |             |
|    fps                  | 2316        |
|    iterations           | 36          |
|    time_elapsed         | 127         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.008106057 |
|    clip_fraction        | 0.0814      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.29       |
|    explained_variance   | 0.792       |
|    learning_rate        | 0.0003      |
|    loss                 | 9.86        |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00515    |
|    std                  | 0.912       |
|    value_loss           | 19.8        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 393        |
|    ep_rew_mean          | -188       |
| time/                   |            |
|    fps                  | 2322       |
|    iterations           | 37         |
|    time_elapsed         | 130        |
|    total_timesteps      | 303104     |
| train/                  |            |
|    approx_kl            | 0.00576374 |
|    clip_fraction        | 0.0474     |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.3       |
|    explained_variance   | 0.78       |
|    learning_rate        | 0.0003     |
|    loss                 | 5.24       |
|    n_updates            | 360        |
|    policy_gradient_loss | -0.00169   |
|    std                  | 0.912      |
|    value_loss           | 20.1       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 358          |
|    ep_rew_mean          | -164         |
| time/                   |              |
|    fps                  | 2329         |
|    iterations           | 38           |
|    time_elapsed         | 133          |
|    total_timesteps      | 311296       |
| train/                  |              |
|    approx_kl            | 0.0052372017 |
|    clip_fraction        | 0.063        |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.3         |
|    explained_variance   | 0.733        |
|    learning_rate        | 0.0003       |
|    loss                 | 8.98         |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.00235     |
|    std                  | 0.914        |
|    value_loss           | 23.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 335          |
|    ep_rew_mean          | -140         |
| time/                   |              |
|    fps                  | 2338         |
|    iterations           | 39           |
|    time_elapsed         | 136          |
|    total_timesteps      | 319488       |
| train/                  |              |
|    approx_kl            | 0.0065855673 |
|    clip_fraction        | 0.0699       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.31        |
|    explained_variance   | 0.715        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.18         |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00291     |
|    std                  | 0.913        |
|    value_loss           | 9.81         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 323        |
|    ep_rew_mean          | -143       |
| time/                   |            |
|    fps                  | 2344       |
|    iterations           | 40         |
|    time_elapsed         | 139        |
|    total_timesteps      | 327680     |
| train/                  |            |
|    approx_kl            | 0.00723334 |
|    clip_fraction        | 0.0781     |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.31      |
|    explained_variance   | 0.722      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.49       |
|    n_updates            | 390        |
|    policy_gradient_loss | -0.00336   |
|    std                  | 0.915      |
|    value_loss           | 13.1       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 322         |
|    ep_rew_mean          | -133        |
| time/                   |             |
|    fps                  | 2351        |
|    iterations           | 41          |
|    time_elapsed         | 142         |
|    total_timesteps      | 335872      |
| train/                  |             |
|    approx_kl            | 0.007367956 |
|    clip_fraction        | 0.075       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.31       |
|    explained_variance   | 0.836       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.55        |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.00291    |
|    std                  | 0.913       |
|    value_loss           | 15.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 345          |
|    ep_rew_mean          | -141         |
| time/                   |              |
|    fps                  | 2357         |
|    iterations           | 42           |
|    time_elapsed         | 145          |
|    total_timesteps      | 344064       |
| train/                  |              |
|    approx_kl            | 0.0067235855 |
|    clip_fraction        | 0.0616       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.31        |
|    explained_variance   | 0.887        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.16         |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.00334     |
|    std                  | 0.916        |
|    value_loss           | 7.76         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 357         |
|    ep_rew_mean          | -149        |
| time/                   |             |
|    fps                  | 2365        |
|    iterations           | 43          |
|    time_elapsed         | 148         |
|    total_timesteps      | 352256      |
| train/                  |             |
|    approx_kl            | 0.006258744 |
|    clip_fraction        | 0.0558      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.3        |
|    explained_variance   | 0.827       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.84        |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.00124    |
|    std                  | 0.91        |
|    value_loss           | 9.51        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 355          |
|    ep_rew_mean          | -142         |
| time/                   |              |
|    fps                  | 2374         |
|    iterations           | 44           |
|    time_elapsed         | 151          |
|    total_timesteps      | 360448       |
| train/                  |              |
|    approx_kl            | 0.0073355176 |
|    clip_fraction        | 0.0693       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.28        |
|    explained_variance   | 0.826        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.09         |
|    n_updates            | 430          |
|    policy_gradient_loss | -0.00318     |
|    std                  | 0.906        |
|    value_loss           | 12.6         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 349         |
|    ep_rew_mean          | -139        |
| time/                   |             |
|    fps                  | 2384        |
|    iterations           | 45          |
|    time_elapsed         | 154         |
|    total_timesteps      | 368640      |
| train/                  |             |
|    approx_kl            | 0.005872815 |
|    clip_fraction        | 0.0638      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.28       |
|    explained_variance   | 0.862       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.4        |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.00273    |
