Continuing from checkpoint: C:/GitHub/HumanoidRobot/simulation/training/pick_place/runs/pp_v8/checkpoints/ckpt_1800036.zip
Logging to C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v10\logs\pp_v10_1
---------------------------------
| rollout/           |          |
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 285        |
|    ep_rew_mean          | -93.8      |
| time/                   |            |
|    fps                  | 1068       |
|    iterations           | 12         |
|    time_elapsed         | 92         |
|    total_timesteps      | 98304      |
| train/                  |            |
|    approx_kl            | 0.03522622 |
|    clip_fraction        | 0.314      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.101     |
|    explained_variance   | 0.853      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.4        |
|    n_updates            | 9860       |
|    policy_gradient_loss | 0.006      |
|    std                  | 0.254      |
|    value_loss           | 10.7       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 285         |
|    ep_rew_mean          | -70.5       |
| time/                   |             |
|    fps                  | 1056        |
|    iterations           | 13          |
|    time_elapsed         | 100         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.020396516 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.131      |
|    explained_variance   | 0.685       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.89        |
|    n_updates            | 9870        |
|    policy_gradient_loss | 0.0077      |
|    std                  | 0.256       |
|    value_loss           | 12.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 286         |
|    ep_rew_mean          | -90.4       |
| time/                   |             |
|    fps                  | 1053        |
|    iterations           | 14          |
|    time_elapsed         | 108         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.025104634 |
|    clip_fraction        | 0.229       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.162      |
|    explained_variance   | 0.896       |
|    learning_rate        | 0.0003      |
|    loss                 | 10          |
|    n_updates            | 9880        |
|    policy_gradient_loss | 0.00174     |
|    std                  | 0.257       |
|    value_loss           | 15.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 298         |
|    ep_rew_mean          | -93.8       |
| time/                   |             |
|    fps                  | 1055        |
|    iterations           | 15          |
|    time_elapsed         | 116         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.019786209 |
|    clip_fraction        | 0.234       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.194      |
|    explained_variance   | 0.943       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.07        |
|    n_updates            | 9890        |
|    policy_gradient_loss | 0.00348     |
|    std                  | 0.259       |
|    value_loss           | 15.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 283         |
|    ep_rew_mean          | -90.3       |
| time/                   |             |
|    fps                  | 1056        |
|    iterations           | 16          |
|    time_elapsed         | 124         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.027337372 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.216      |
|    explained_variance   | 0.855       |
|    learning_rate        | 0.0003      |
|    loss                 | 12.9        |
|    n_updates            | 9900        |
|    policy_gradient_loss | 0.000821    |
|    std                  | 0.261       |
|    value_loss           | 28.4        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 282        |
|    ep_rew_mean          | -83.4      |
| time/                   |            |
|    fps                  | 1057       |
|    iterations           | 17         |
|    time_elapsed         | 131        |
|    total_timesteps      | 139264     |
| train/                  |            |
|    approx_kl            | 0.03021608 |
|    clip_fraction        | 0.286      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.248     |
|    explained_variance   | 0.948      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.92       |
|    n_updates            | 9910       |
|    policy_gradient_loss | 0.00335    |
|    std                  | 0.263      |
|    value_loss           | 15.2       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 268         |
|    ep_rew_mean          | -88.2       |
| time/                   |             |
|    fps                  | 1057        |
|    iterations           | 18          |
|    time_elapsed         | 139         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.027858261 |
|    clip_fraction        | 0.266       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.275      |
|    explained_variance   | 0.885       |
|    learning_rate        | 0.0003      |
|    loss                 | 12.8        |
|    n_updates            | 9920        |
|    policy_gradient_loss | 0.00119     |
|    std                  | 0.265       |
|    value_loss           | 28.9        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 301        |
|    ep_rew_mean          | -98.9      |
| time/                   |            |
|    fps                  | 1056       |
|    iterations           | 19         |
|    time_elapsed         | 147        |
|    total_timesteps      | 155648     |
| train/                  |            |
|    approx_kl            | 0.02894236 |
|    clip_fraction        | 0.243      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.325     |
|    explained_variance   | 0.909      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.59       |
|    n_updates            | 9930       |
|    policy_gradient_loss | 0.00169    |
|    std                  | 0.269      |
|    value_loss           | 26.9       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 313        |
|    ep_rew_mean          | -111       |
| time/                   |            |
|    fps                  | 1058       |
|    iterations           | 20         |
|    time_elapsed         | 154        |
|    total_timesteps      | 163840     |
| train/                  |            |
|    approx_kl            | 0.03131498 |
|    clip_fraction        | 0.291      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.374     |
|    explained_variance   | 0.927      |
|    learning_rate        | 0.0003     |
|    loss                 | 9.78       |
|    n_updates            | 9940       |
|    policy_gradient_loss | 0.0018     |
|    std                  | 0.272      |
|    value_loss           | 21.4       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 308         |
|    ep_rew_mean          | -115        |
| time/                   |             |
|    fps                  | 1060        |
|    iterations           | 21          |
|    time_elapsed         | 162         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.025218636 |
|    clip_fraction        | 0.289       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.402      |
|    explained_variance   | 0.956       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.81        |
|    n_updates            | 9950        |
|    policy_gradient_loss | -7.77e-05   |
|    std                  | 0.273       |
|    value_loss           | 14.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 334         |
|    ep_rew_mean          | -120        |
| time/                   |             |
|    fps                  | 1059        |
|    iterations           | 22          |
|    time_elapsed         | 170         |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.023024783 |
|    clip_fraction        | 0.232       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.416      |
|    explained_variance   | 0.966       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.57        |
|    n_updates            | 9960        |
|    policy_gradient_loss | 0.000935    |
|    std                  | 0.274       |
|    value_loss           | 16.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 328         |
|    ep_rew_mean          | -111        |
| time/                   |             |
|    fps                  | 1058        |
|    iterations           | 23          |
|    time_elapsed         | 178         |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.029380945 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.442      |
|    explained_variance   | 0.935       |
|    learning_rate        | 0.0003      |
|    loss                 | 12.6        |
|    n_updates            | 9970        |
|    policy_gradient_loss | 0.00297     |
|    std                  | 0.276       |
|    value_loss           | 22.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 350         |
|    ep_rew_mean          | -135        |
| time/                   |             |
|    fps                  | 1057        |
|    iterations           | 24          |
|    time_elapsed         | 185         |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.020388179 |
|    clip_fraction        | 0.212       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.457      |
|    explained_variance   | 0.944       |
|    learning_rate        | 0.0003      |
|    loss                 | 14.3        |
|    n_updates            | 9980        |
|    policy_gradient_loss | 0.00118     |
|    std                  | 0.276       |
|    value_loss           | 23.6        |
-----------------------------------------
[PeriodicArtifactCallback] step 200000: saving checkpoint, evaluating, rendering...
[PeriodicArtifactCallback] step 200000: success_rate=0.00 pick_success_rate=0.40 mean_reward=-172.07 -> C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v10\dashboard.html
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 380         |
|    ep_rew_mean          | -140        |
| time/                   |             |
|    fps                  | 991         |
|    iterations           | 25          |
|    time_elapsed         | 206         |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.022663636 |
|    clip_fraction        | 0.252       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.486      |
|    explained_variance   | 0.942       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.23        |
|    n_updates            | 9990        |
|    policy_gradient_loss | 0.00359     |
|    std                  | 0.279       |
|    value_loss           | 21.3        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 383        |
|    ep_rew_mean          | -136       |
| time/                   |            |
|    fps                  | 999        |
|    iterations           | 26         |
|    time_elapsed         | 213        |
|    total_timesteps      | 212992     |
| train/                  |            |
|    approx_kl            | 0.03399525 |
|    clip_fraction        | 0.322      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.534     |
|    explained_variance   | 0.943      |
|    learning_rate        | 0.0003     |
|    loss                 | 7.88       |
|    n_updates            | 10000      |
|    policy_gradient_loss | 0.0042     |
|    std                  | 0.282      |
|    value_loss           | 18.8       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 339         |
|    ep_rew_mean          | -133        |
| time/                   |             |
|    fps                  | 1002        |
|    iterations           | 27          |
|    time_elapsed         | 220         |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.027705645 |
|    clip_fraction        | 0.272       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.586      |
|    explained_variance   | 0.964       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.38        |
|    n_updates            | 10010       |
|    policy_gradient_loss | 0.00218     |
|    std                  | 0.286       |
|    value_loss           | 27.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 337         |
|    ep_rew_mean          | -113        |
| time/                   |             |
|    fps                  | 1002        |
|    iterations           | 28          |
|    time_elapsed         | 228         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.020907981 |
|    clip_fraction        | 0.237       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.635      |
|    explained_variance   | 0.96        |
|    learning_rate        | 0.0003      |
|    loss                 | 7.17        |
|    n_updates            | 10020       |
|    policy_gradient_loss | 6.1e-05     |
|    std                  | 0.289       |
|    value_loss           | 28.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 289         |
|    ep_rew_mean          | -96.8       |
| time/                   |             |
|    fps                  | 1006        |
|    iterations           | 29          |
|    time_elapsed         | 236         |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.025530877 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.678      |
|    explained_variance   | 0.909       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.89        |
|    n_updates            | 10030       |
|    policy_gradient_loss | -0.000434   |
|    std                  | 0.292       |
|    value_loss           | 32.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 278         |
|    ep_rew_mean          | -80.1       |
| time/                   |             |
|    fps                  | 1006        |
|    iterations           | 30          |
|    time_elapsed         | 244         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.026028275 |
|    clip_fraction        | 0.264       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.704      |
|    explained_variance   | 0.931       |
|    learning_rate        | 0.0003      |
|    loss                 | 12.5        |
|    n_updates            | 10040       |
|    policy_gradient_loss | 0.00315     |
|    std                  | 0.293       |
|    value_loss           | 24          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 275         |
|    ep_rew_mean          | -83.8       |
| time/                   |             |
|    fps                  | 1005        |
|    iterations           | 31          |
|    time_elapsed         | 252         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.030266874 |
|    clip_fraction        | 0.351       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.745      |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.1         |
|    n_updates            | 10050       |
|    policy_gradient_loss | 0.00595     |
|    std                  | 0.297       |
|    value_loss           | 9.62        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 276        |
|    ep_rew_mean          | -84.4      |
| time/                   |            |
|    fps                  | 1004       |
|    iterations           | 32         |
|    time_elapsed         | 260        |
|    total_timesteps      | 262144     |
| train/                  |            |
|    approx_kl            | 0.02731345 |
|    clip_fraction        | 0.232      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.753     |
|    explained_variance   | 0.958      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.37       |
|    n_updates            | 10060      |
|    policy_gradient_loss | -0.00177   |
|    std                  | 0.297      |
|    value_loss           | 24         |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 305         |
|    ep_rew_mean          | -106        |
| time/                   |             |
|    fps                  | 1008        |
|    iterations           | 33          |
|    time_elapsed         | 268         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.020787492 |
|    clip_fraction        | 0.217       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.775      |
|    explained_variance   | 0.956       |
|    learning_rate        | 0.0003      |
|    loss                 | 11          |
|    n_updates            | 10070       |
|    policy_gradient_loss | -0.000877   |
|    std                  | 0.3         |
|    value_loss           | 29.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 307         |
|    ep_rew_mean          | -119        |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 34          |
|    time_elapsed         | 275         |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.025016377 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.806      |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.52        |
|    n_updates            | 10080       |
|    policy_gradient_loss | 0.00103     |
|    std                  | 0.303       |
|    value_loss           | 35.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 302         |
|    ep_rew_mean          | -129        |
| time/                   |             |
|    fps                  | 1011        |
|    iterations           | 35          |
|    time_elapsed         | 283         |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.021340715 |
|    clip_fraction        | 0.196       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.83       |
|    explained_variance   | 0.942       |
|    learning_rate        | 0.0003      |
|    loss                 | 16.6        |
|    n_updates            | 10090       |
|    policy_gradient_loss | -0.00186    |
|    std                  | 0.303       |
|    value_loss           | 31.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 314         |
|    ep_rew_mean          | -132        |
| time/                   |             |
|    fps                  | 1011        |
|    iterations           | 36          |
|    time_elapsed         | 291         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.022219587 |
|    clip_fraction        | 0.225       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.849      |
|    explained_variance   | 0.972       |
|    learning_rate        | 0.0003      |
|    loss                 | 20.9        |
|    n_updates            | 10100       |
|    policy_gradient_loss | -0.000617   |
|    std                  | 0.307       |
|    value_loss           | 38          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 303         |
|    ep_rew_mean          | -120        |
| time/                   |             |
|    fps                  | 1011        |
|    iterations           | 37          |
|    time_elapsed         | 299         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.023164734 |
|    clip_fraction        | 0.264       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.898      |
|    explained_variance   | 0.9         |
|    learning_rate        | 0.0003      |
|    loss                 | 9.14        |
|    n_updates            | 10110       |
|    policy_gradient_loss | 0.00105     |
|    std                  | 0.311       |
|    value_loss           | 38.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 322         |
|    ep_rew_mean          | -113        |
| time/                   |             |
|    fps                  | 1012        |
|    iterations           | 38          |
|    time_elapsed         | 307         |
|    total_timesteps      | 311296      |
| train/                  |             |
|    approx_kl            | 0.025446206 |
|    clip_fraction        | 0.272       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.944      |
|    explained_variance   | 0.965       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.69        |
|    n_updates            | 10120       |
|    policy_gradient_loss | 0.00364     |
|    std                  | 0.314       |
|    value_loss           | 23.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 326         |
|    ep_rew_mean          | -103        |
| time/                   |             |
|    fps                  | 1015        |
|    iterations           | 39          |
|    time_elapsed         | 314         |
|    total_timesteps      | 319488      |
| train/                  |             |
|    approx_kl            | 0.033867124 |
|    clip_fraction        | 0.304       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.977      |
|    explained_variance   | 0.97        |
|    learning_rate        | 0.0003      |
|    loss                 | 7.82        |
|    n_updates            | 10130       |
|    policy_gradient_loss | 0.00682     |
|    std                  | 0.316       |
|    value_loss           | 12.9        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 344        |
|    ep_rew_mean          | -110       |
| time/                   |            |
|    fps                  | 1019       |
|    iterations           | 40         |
|    time_elapsed         | 321        |
|    total_timesteps      | 327680     |
| train/                  |            |
|    approx_kl            | 0.02164853 |
|    clip_fraction        | 0.247      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.978     |
|    explained_variance   | 0.954      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.04       |
|    n_updates            | 10140      |
|    policy_gradient_loss | -0.00222   |
|    std                  | 0.316      |
|    value_loss           | 14         |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 357        |
|    ep_rew_mean          | -118       |
| time/                   |            |
|    fps                  | 1023       |
|    iterations           | 41         |
|    time_elapsed         | 328        |
|    total_timesteps      | 335872     |
| train/                  |            |
|    approx_kl            | 0.02052736 |
|    clip_fraction        | 0.249      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.01      |
|    explained_variance   | 0.941      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.23       |
|    n_updates            | 10150      |
|    policy_gradient_loss | 0.00174    |
|    std                  | 0.318      |
|    value_loss           | 15.2       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 360         |
|    ep_rew_mean          | -115        |
| time/                   |             |
|    fps                  | 1026        |
|    iterations           | 42          |
|    time_elapsed         | 335         |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.018881872 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.03       |
|    explained_variance   | 0.917       |
|    learning_rate        | 0.0003      |
|    loss                 | 26.3        |
|    n_updates            | 10160       |
|    policy_gradient_loss | -0.00296    |
|    std                  | 0.321       |
|    value_loss           | 23.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 351         |
|    ep_rew_mean          | -103        |
| time/                   |             |
|    fps                  | 1030        |
|    iterations           | 43          |
|    time_elapsed         | 341         |
|    total_timesteps      | 352256      |
| train/                  |             |
|    approx_kl            | 0.022677317 |
|    clip_fraction        | 0.268       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.09       |
|    explained_variance   | 0.952       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.44        |
|    n_updates            | 10170       |
|    policy_gradient_loss | 8.2e-05     |
|    std                  | 0.328       |
|    value_loss           | 16.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 349         |
|    ep_rew_mean          | -107        |
| time/                   |             |
|    fps                  | 1034        |
|    iterations           | 44          |
|    time_elapsed         | 348         |
|    total_timesteps      | 360448      |
| train/                  |             |
|    approx_kl            | 0.023195263 |
|    clip_fraction        | 0.228       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.41        |
|    n_updates            | 10180       |
|    policy_gradient_loss | 2.87e-05    |
|    std                  | 0.332       |
|    value_loss           | 17.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 326         |
|    ep_rew_mean          | -108        |
| time/                   |             |
|    fps                  | 1037        |
|    iterations           | 45          |
|    time_elapsed         | 355         |
