Continuing from checkpoint: C:/GitHub/HumanoidRobot/simulation/training/pick_place/runs/pp_v17/checkpoints/ckpt_1400000.zip
Logging to C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v18\logs\pp_v18_1
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.03166203 |
|    clip_fraction        | 0.278      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.24      |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.158      |
|    n_updates            | 20770      |
|    policy_gradient_loss | 0.000755   |
|    std                  | 0.457      |
|    value_loss           | 2.05       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.8        |
|    ep_rew_mean          | -2.29       |
| time/                   |             |
|    fps                  | 1056        |
|    iterations           | 8           |
|    time_elapsed         | 62          |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.027629437 |
|    clip_fraction        | 0.237       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.22       |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.211       |
|    n_updates            | 20780       |
|    policy_gradient_loss | 0.000819    |
|    std                  | 0.457       |
|    value_loss           | 3.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 97.2        |
|    ep_rew_mean          | -6.32       |
| time/                   |             |
|    fps                  | 1040        |
|    iterations           | 9           |
|    time_elapsed         | 70          |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.020025054 |
|    clip_fraction        | 0.198       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.2        |
|    explained_variance   | 0.985       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.87        |
|    n_updates            | 20790       |
|    policy_gradient_loss | 0.00244     |
|    std                  | 0.457       |
|    value_loss           | 4.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 62.9        |
|    ep_rew_mean          | 15          |
| time/                   |             |
|    fps                  | 1032        |
|    iterations           | 10          |
|    time_elapsed         | 79          |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.029434443 |
|    clip_fraction        | 0.293       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.17       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.584       |
|    n_updates            | 20800       |
|    policy_gradient_loss | -0.00128    |
|    std                  | 0.452       |
|    value_loss           | 2.24        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 97.5        |
|    ep_rew_mean          | -2.36       |
| time/                   |             |
|    fps                  | 1021        |
|    iterations           | 11          |
|    time_elapsed         | 88          |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.027575066 |
|    clip_fraction        | 0.268       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.16       |
|    explained_variance   | 0.998       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0457      |
|    n_updates            | 20810       |
|    policy_gradient_loss | 0.000619    |
|    std                  | 0.45        |
|    value_loss           | 1.15        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 91.8       |
|    ep_rew_mean          | -10.3      |
| time/                   |            |
|    fps                  | 1017       |
|    iterations           | 12         |
|    time_elapsed         | 96         |
|    total_timesteps      | 98304      |
| train/                  |            |
|    approx_kl            | 0.01658437 |
|    clip_fraction        | 0.164      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.13      |
|    explained_variance   | 0.983      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.778      |
|    n_updates            | 20820      |
|    policy_gradient_loss | -0.00305   |
|    std                  | 0.45       |
|    value_loss           | 4.19       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | -10         |
| time/                   |             |
|    fps                  | 1011        |
|    iterations           | 13          |
|    time_elapsed         | 105         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.016900804 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.17       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.884       |
|    n_updates            | 20830       |
|    policy_gradient_loss | 0.00216     |
|    std                  | 0.457       |
|    value_loss           | 4.02        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 97.6        |
|    ep_rew_mean          | -1.51       |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 14          |
|    time_elapsed         | 113         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.021402149 |
|    clip_fraction        | 0.226       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.18       |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.242       |
|    n_updates            | 20840       |
|    policy_gradient_loss | 0.00237     |
|    std                  | 0.453       |
|    value_loss           | 0.496       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.7        |
|    ep_rew_mean          | 2.24        |
| time/                   |             |
|    fps                  | 1005        |
|    iterations           | 15          |
|    time_elapsed         | 122         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.025361562 |
|    clip_fraction        | 0.237       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.19       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.112       |
|    n_updates            | 20850       |
|    policy_gradient_loss | 8.99e-05    |
|    std                  | 0.459       |
|    value_loss           | 1.59        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 97.6        |
|    ep_rew_mean          | 0.803       |
| time/                   |             |
|    fps                  | 1004        |
|    iterations           | 16          |
|    time_elapsed         | 130         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.030361542 |
|    clip_fraction        | 0.234       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.21       |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.135       |
|    n_updates            | 20860       |
|    policy_gradient_loss | -0.000824   |
|    std                  | 0.461       |
|    value_loss           | 4.13        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 68.7        |
|    ep_rew_mean          | 8.91        |
| time/                   |             |
|    fps                  | 1000        |
|    iterations           | 17          |
|    time_elapsed         | 139         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.026827235 |
|    clip_fraction        | 0.262       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.22       |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.267       |
|    n_updates            | 20870       |
|    policy_gradient_loss | 0.000336    |
|    std                  | 0.462       |
|    value_loss           | 1.61        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 110         |
|    ep_rew_mean          | -7.77       |
| time/                   |             |
|    fps                  | 999         |
|    iterations           | 18          |
|    time_elapsed         | 147         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.022443006 |
|    clip_fraction        | 0.225       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.24       |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.681       |
|    n_updates            | 20880       |
|    policy_gradient_loss | 0.00341     |
|    std                  | 0.465       |
|    value_loss           | 2.31        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 139        |
|    ep_rew_mean          | -25.7      |
| time/                   |            |
|    fps                  | 995        |
|    iterations           | 19         |
|    time_elapsed         | 156        |
|    total_timesteps      | 155648     |
| train/                  |            |
|    approx_kl            | 0.02380563 |
|    clip_fraction        | 0.225      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.27      |
|    explained_variance   | 0.986      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0925     |
|    n_updates            | 20890      |
|    policy_gradient_loss | -0.00356   |
|    std                  | 0.468      |
|    value_loss           | 3.12       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 150         |
|    ep_rew_mean          | -27.1       |
| time/                   |             |
|    fps                  | 994         |
|    iterations           | 20          |
|    time_elapsed         | 164         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.033839382 |
|    clip_fraction        | 0.241       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.29       |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.71        |
|    n_updates            | 20900       |
|    policy_gradient_loss | -0.000252   |
|    std                  | 0.469       |
|    value_loss           | 1.26        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 161         |
|    ep_rew_mean          | -28.8       |
| time/                   |             |
|    fps                  | 992         |
|    iterations           | 21          |
|    time_elapsed         | 173         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.030109558 |
|    clip_fraction        | 0.274       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.28       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.398       |
|    n_updates            | 20910       |
|    policy_gradient_loss | -0.00109    |
|    std                  | 0.467       |
|    value_loss           | 1.85        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | -4.78       |
| time/                   |             |
|    fps                  | 992         |
|    iterations           | 22          |
|    time_elapsed         | 181         |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.026519567 |
|    clip_fraction        | 0.214       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.28       |
|    explained_variance   | 0.971       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.587       |
|    n_updates            | 20920       |
|    policy_gradient_loss | -0.00177    |
|    std                  | 0.468       |
|    value_loss           | 4.33        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | -12         |
| time/                   |             |
|    fps                  | 990         |
|    iterations           | 23          |
|    time_elapsed         | 190         |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.018207993 |
|    clip_fraction        | 0.236       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.29       |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.26        |
|    n_updates            | 20930       |
|    policy_gradient_loss | -0.00092    |
|    std                  | 0.466       |
|    value_loss           | 3.54        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | -6.22       |
| time/                   |             |
|    fps                  | 989         |
|    iterations           | 24          |
|    time_elapsed         | 198         |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.026665159 |
|    clip_fraction        | 0.261       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.32       |
|    explained_variance   | 0.997       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.222       |
|    n_updates            | 20940       |
|    policy_gradient_loss | -0.00147    |
|    std                  | 0.471       |
|    value_loss           | 0.752       |
-----------------------------------------
[PeriodicArtifactCallback] step 200000: saving checkpoint, evaluating, rendering...
[PeriodicArtifactCallback] step 200000: success_rate=0.00 pick_success_rate=0.40 mean_reward=-188.91 -> C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v18\dashboard.html
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 97.7        |
|    ep_rew_mean          | 0.641       |
| time/                   |             |
|    fps                  | 932         |
|    iterations           | 25          |
|    time_elapsed         | 219         |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.026335236 |
|    clip_fraction        | 0.239       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.33       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.227       |
|    n_updates            | 20950       |
|    policy_gradient_loss | -0.00246    |
|    std                  | 0.47        |
|    value_loss           | 1.98        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | -4.49       |
| time/                   |             |
|    fps                  | 934         |
|    iterations           | 26          |
|    time_elapsed         | 227         |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.027297502 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.32       |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.454       |
|    n_updates            | 20960       |
|    policy_gradient_loss | -0.0025     |
|    std                  | 0.469       |
|    value_loss           | 1.79        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 96.7        |
|    ep_rew_mean          | -7.28       |
| time/                   |             |
|    fps                  | 934         |
|    iterations           | 27          |
|    time_elapsed         | 236         |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.026706599 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.34       |
|    explained_variance   | 0.97        |
|    learning_rate        | 0.0003      |
|    loss                 | 7.68        |
|    n_updates            | 20970       |
|    policy_gradient_loss | -0.0014     |
|    std                  | 0.474       |
|    value_loss           | 4.73        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | -19.5       |
| time/                   |             |
|    fps                  | 936         |
|    iterations           | 28          |
|    time_elapsed         | 244         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.032217298 |
|    clip_fraction        | 0.201       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.36       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.5         |
|    n_updates            | 20980       |
|    policy_gradient_loss | -0.00528    |
|    std                  | 0.474       |
|    value_loss           | 9.58        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 161        |
|    ep_rew_mean          | -45.1      |
| time/                   |            |
|    fps                  | 937        |
|    iterations           | 29         |
|    time_elapsed         | 253        |
|    total_timesteps      | 237568     |
| train/                  |            |
|    approx_kl            | 0.01770847 |
|    clip_fraction        | 0.169      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.39      |
|    explained_variance   | 0.942      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.492      |
|    n_updates            | 20990      |
|    policy_gradient_loss | 0.00135    |
|    std                  | 0.48       |
|    value_loss           | 10.8       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | -16.3       |
| time/                   |             |
|    fps                  | 938         |
|    iterations           | 30          |
|    time_elapsed         | 261         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.027328739 |
|    clip_fraction        | 0.234       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.4        |
|    explained_variance   | 0.969       |
|    learning_rate        | 0.0003      |
|    loss                 | 16.4        |
|    n_updates            | 21000       |
|    policy_gradient_loss | 0.000876    |
|    std                  | 0.478       |
|    value_loss           | 14.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.6        |
|    ep_rew_mean          | -10.9       |
| time/                   |             |
|    fps                  | 942         |
|    iterations           | 31          |
|    time_elapsed         | 269         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.037656605 |
|    clip_fraction        | 0.232       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.42       |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.569       |
|    n_updates            | 21010       |
|    policy_gradient_loss | 0.00407     |
|    std                  | 0.478       |
|    value_loss           | 9.42        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.1        |
|    ep_rew_mean          | -13.6       |
| time/                   |             |
|    fps                  | 945         |
|    iterations           | 32          |
|    time_elapsed         | 277         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.029180735 |
|    clip_fraction        | 0.196       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.41       |
|    explained_variance   | 0.946       |
|    learning_rate        | 0.0003      |
|    loss                 | 11.2        |
|    n_updates            | 21020       |
|    policy_gradient_loss | 0.000149    |
|    std                  | 0.478       |
|    value_loss           | 17.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 80.1        |
|    ep_rew_mean          | -1.43       |
| time/                   |             |
|    fps                  | 945         |
|    iterations           | 33          |
|    time_elapsed         | 285         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.020463083 |
|    clip_fraction        | 0.208       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.42       |
|    explained_variance   | 0.966       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.83        |
|    n_updates            | 21030       |
|    policy_gradient_loss | -0.00161    |
|    std                  | 0.479       |
|    value_loss           | 8.2         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 97.9        |
|    ep_rew_mean          | -7.57       |
| time/                   |             |
|    fps                  | 946         |
|    iterations           | 34          |
|    time_elapsed         | 294         |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.023888115 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.44       |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.279       |
|    n_updates            | 21040       |
|    policy_gradient_loss | 0.000161    |
|    std                  | 0.482       |
|    value_loss           | 7.4         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.3        |
|    ep_rew_mean          | -5.84       |
| time/                   |             |
|    fps                  | 946         |
|    iterations           | 35          |
|    time_elapsed         | 302         |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.031905636 |
|    clip_fraction        | 0.295       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.45       |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.09        |
|    n_updates            | 21050       |
|    policy_gradient_loss | -0.000292   |
|    std                  | 0.483       |
|    value_loss           | 4.87        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | -17.2       |
| time/                   |             |
|    fps                  | 948         |
|    iterations           | 36          |
|    time_elapsed         | 311         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.030760283 |
|    clip_fraction        | 0.284       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.45       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.37        |
|    n_updates            | 21060       |
|    policy_gradient_loss | 0.00275     |
|    std                  | 0.483       |
|    value_loss           | 3.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | -14.9       |
| time/                   |             |
|    fps                  | 948         |
|    iterations           | 37          |
|    time_elapsed         | 319         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.021452593 |
|    clip_fraction        | 0.233       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.45       |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.718       |
|    n_updates            | 21070       |
|    policy_gradient_loss | -0.00128    |
|    std                  | 0.483       |
|    value_loss           | 1.06        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 132        |
|    ep_rew_mean          | -20.4      |
| time/                   |            |
|    fps                  | 949        |
|    iterations           | 38         |
|    time_elapsed         | 327        |
|    total_timesteps      | 311296     |
| train/                  |            |
|    approx_kl            | 0.01947931 |
|    clip_fraction        | 0.189      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.43      |
|    explained_variance   | 0.987      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.587      |
|    n_updates            | 21080      |
|    policy_gradient_loss | -0.00368   |
|    std                  | 0.48       |
|    value_loss           | 3.3        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | -17.8       |
| time/                   |             |
|    fps                  | 950         |
|    iterations           | 39          |
|    time_elapsed         | 336         |
|    total_timesteps      | 319488      |
| train/                  |             |
|    approx_kl            | 0.025150605 |
|    clip_fraction        | 0.246       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.38       |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.399       |
|    n_updates            | 21090       |
|    policy_gradient_loss | -0.00304    |
|    std                  | 0.475       |
|    value_loss           | 1.7         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | -23         |
| time/                   |             |
|    fps                  | 951         |
|    iterations           | 40          |
|    time_elapsed         | 344         |
|    total_timesteps      | 327680      |
| train/                  |             |
|    approx_kl            | 0.019921474 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.37       |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.241       |
|    n_updates            | 21100       |
|    policy_gradient_loss | -0.00356    |
|    std                  | 0.475       |
|    value_loss           | 0.941       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 97.7       |
|    ep_rew_mean          | -4.6       |
| time/                   |            |
|    fps                  | 951        |
|    iterations           | 41         |
|    time_elapsed         | 352        |
|    total_timesteps      | 335872     |
| train/                  |            |
|    approx_kl            | 0.02071444 |
|    clip_fraction        | 0.197      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.36      |
|    explained_variance   | 0.986      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.636      |
|    n_updates            | 21110      |
|    policy_gradient_loss | 0.002      |
|    std                  | 0.472      |
|    value_loss           | 2.18       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | -11.1       |
| time/                   |             |
|    fps                  | 952         |
|    iterations           | 42          |
|    time_elapsed         | 361         |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.023239536 |
|    clip_fraction        | 0.182       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.34       |
|    explained_variance   | 0.966       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.793       |
|    n_updates            | 21120       |
|    policy_gradient_loss | -0.00323    |
|    std                  | 0.471       |
|    value_loss           | 2.99        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | -30.1       |
| time/                   |             |
|    fps                  | 952         |
|    iterations           | 43          |
|    time_elapsed         | 369         |
|    total_timesteps      | 352256      |
| train/                  |             |
|    approx_kl            | 0.015829783 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.37       |
|    explained_variance   | 0.944       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.989       |
|    n_updates            | 21130       |
|    policy_gradient_loss | 0.000325    |
|    std                  | 0.477       |
|    value_loss           | 9.51        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | -24.4       |
| time/                   |             |
|    fps                  | 952         |
|    iterations           | 44          |
|    time_elapsed         | 378         |
|    total_timesteps      | 360448      |
| train/                  |             |
|    approx_kl            | 0.019777223 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.4        |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.374       |
|    n_updates            | 21140       |
|    policy_gradient_loss | -0.000378   |
|    std                  | 0.479       |
|    value_loss           | 3.74        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
