Continuing from checkpoint: C:/GitHub/HumanoidRobot/simulation/training/pick_place/runs/pp_v22/checkpoints/final.zip
Logging to C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v23\logs\pp_v23_1
---------------------------------
| rollout/           |          |
|    entropy_loss         | -2.68      |
|    explained_variance   | 0.939      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.11       |
|    n_updates            | 2570       |
|    policy_gradient_loss | -0.00446   |
|    std                  | 0.477      |
|    value_loss           | 8.78       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 151         |
|    ep_rew_mean          | -40.6       |
| time/                   |             |
|    fps                  | 2396        |
|    iterations           | 14          |
|    time_elapsed         | 47          |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.011601981 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.94        |
|    learning_rate        | 0.0003      |
|    loss                 | 5.02        |
|    n_updates            | 2580        |
|    policy_gradient_loss | -0.00459    |
|    std                  | 0.476       |
|    value_loss           | 10.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | -33.9       |
| time/                   |             |
|    fps                  | 2384        |
|    iterations           | 15          |
|    time_elapsed         | 51          |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.013122808 |
|    clip_fraction        | 0.173       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.45        |
|    n_updates            | 2590        |
|    policy_gradient_loss | -0.00084    |
|    std                  | 0.481       |
|    value_loss           | 9.01        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | -39.3       |
| time/                   |             |
|    fps                  | 2387        |
|    iterations           | 16          |
|    time_elapsed         | 54          |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.017472435 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.926       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.09        |
|    n_updates            | 2600        |
|    policy_gradient_loss | -0.00559    |
|    std                  | 0.482       |
|    value_loss           | 11.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 153         |
|    ep_rew_mean          | -44.4       |
| time/                   |             |
|    fps                  | 2392        |
|    iterations           | 17          |
|    time_elapsed         | 58          |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.011653559 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.72       |
|    explained_variance   | 0.931       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.83        |
|    n_updates            | 2610        |
|    policy_gradient_loss | -0.00559    |
|    std                  | 0.482       |
|    value_loss           | 10.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 158         |
|    ep_rew_mean          | -46.3       |
| time/                   |             |
|    fps                  | 2383        |
|    iterations           | 18          |
|    time_elapsed         | 61          |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.008442808 |
|    clip_fraction        | 0.0947      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.71       |
|    explained_variance   | 0.909       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.34        |
|    n_updates            | 2620        |
|    policy_gradient_loss | -0.00454    |
|    std                  | 0.481       |
|    value_loss           | 16.1        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 144        |
|    ep_rew_mean          | -40.3      |
| time/                   |            |
|    fps                  | 2379       |
|    iterations           | 19         |
|    time_elapsed         | 65         |
|    total_timesteps      | 155648     |
| train/                  |            |
|    approx_kl            | 0.01296942 |
|    clip_fraction        | 0.145      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.69      |
|    explained_variance   | 0.906      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.97       |
|    n_updates            | 2630       |
|    policy_gradient_loss | -0.00678   |
|    std                  | 0.478      |
|    value_loss           | 11.1       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | -28.3       |
| time/                   |             |
|    fps                  | 2381        |
|    iterations           | 20          |
|    time_elapsed         | 68          |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.010997081 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.82        |
|    n_updates            | 2640        |
|    policy_gradient_loss | -0.00338    |
|    std                  | 0.477       |
|    value_loss           | 14.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 172         |
|    ep_rew_mean          | -52.6       |
| time/                   |             |
|    fps                  | 2383        |
|    iterations           | 21          |
|    time_elapsed         | 72          |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.012694233 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.881       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.86        |
|    n_updates            | 2650        |
|    policy_gradient_loss | -0.00363    |
|    std                  | 0.479       |
|    value_loss           | 9.13        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 192        |
|    ep_rew_mean          | -59.9      |
| time/                   |            |
|    fps                  | 2387       |
|    iterations           | 22         |
|    time_elapsed         | 75         |
|    total_timesteps      | 180224     |
| train/                  |            |
|    approx_kl            | 0.00948157 |
|    clip_fraction        | 0.142      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.69      |
|    explained_variance   | 0.887      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.11       |
|    n_updates            | 2660       |
|    policy_gradient_loss | -0.00556   |
|    std                  | 0.477      |
|    value_loss           | 11.5       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | -33.8       |
| time/                   |             |
|    fps                  | 2380        |
|    iterations           | 23          |
|    time_elapsed         | 79          |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.014341719 |
|    clip_fraction        | 0.183       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.938       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.24        |
|    n_updates            | 2670        |
|    policy_gradient_loss | -0.00328    |
|    std                  | 0.477       |
|    value_loss           | 6.92        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | -32.8       |
| time/                   |             |
|    fps                  | 2374        |
|    iterations           | 24          |
|    time_elapsed         | 82          |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.011234354 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | 0.949       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.23        |
|    n_updates            | 2680        |
|    policy_gradient_loss | -0.00474    |
|    std                  | 0.477       |
|    value_loss           | 9.84        |
-----------------------------------------
[PeriodicArtifactCallback] step 200000: saving checkpoint, evaluating, rendering...
[PeriodicArtifactCallback] step 200000: success_rate=0.00 pick_success_rate=0.60 mean_reward=-224.08 -> C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v23\dashboard.html
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 160         |
|    ep_rew_mean          | -49.1       |
| time/                   |             |
|    fps                  | 2195        |
|    iterations           | 25          |
|    time_elapsed         | 93          |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.014173342 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.905       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.83        |
|    n_updates            | 2690        |
|    policy_gradient_loss | -0.00318    |
|    std                  | 0.474       |
|    value_loss           | 8.95        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | -49.2       |
| time/                   |             |
|    fps                  | 2198        |
|    iterations           | 26          |
|    time_elapsed         | 96          |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.013740785 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.924       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.19        |
|    n_updates            | 2700        |
|    policy_gradient_loss | -0.00446    |
|    std                  | 0.474       |
|    value_loss           | 12.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 163         |
|    ep_rew_mean          | -54.4       |
| time/                   |             |
|    fps                  | 2209        |
|    iterations           | 27          |
|    time_elapsed         | 100         |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.015215768 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.916       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.59        |
|    n_updates            | 2710        |
|    policy_gradient_loss | -0.00439    |
|    std                  | 0.474       |
|    value_loss           | 12.8        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 176        |
|    ep_rew_mean          | -54.4      |
| time/                   |            |
|    fps                  | 2218       |
|    iterations           | 28         |
|    time_elapsed         | 103        |
|    total_timesteps      | 229376     |
| train/                  |            |
|    approx_kl            | 0.01241233 |
|    clip_fraction        | 0.145      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.64      |
|    explained_variance   | 0.889      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.54       |
|    n_updates            | 2720       |
|    policy_gradient_loss | -0.00452   |
|    std                  | 0.473      |
|    value_loss           | 12.1       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 151         |
|    ep_rew_mean          | -44.4       |
| time/                   |             |
|    fps                  | 2220        |
|    iterations           | 29          |
|    time_elapsed         | 107         |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.018695723 |
|    clip_fraction        | 0.16        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.923       |
|    learning_rate        | 0.0003      |
|    loss                 | 15          |
|    n_updates            | 2730        |
|    policy_gradient_loss | -0.00537    |
|    std                  | 0.475       |
|    value_loss           | 11.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 155          |
|    ep_rew_mean          | -50.6        |
| time/                   |              |
|    fps                  | 2222         |
|    iterations           | 30           |
|    time_elapsed         | 110          |
|    total_timesteps      | 245760       |
| train/                  |              |
|    approx_kl            | 0.0106964605 |
|    clip_fraction        | 0.133        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.64        |
|    explained_variance   | 0.921        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.34         |
|    n_updates            | 2740         |
|    policy_gradient_loss | -0.00479     |
|    std                  | 0.472        |
|    value_loss           | 19.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 175          |
|    ep_rew_mean          | -55.5        |
| time/                   |              |
|    fps                  | 2224         |
|    iterations           | 31           |
|    time_elapsed         | 114          |
|    total_timesteps      | 253952       |
| train/                  |              |
|    approx_kl            | 0.0131385345 |
|    clip_fraction        | 0.139        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.62        |
|    explained_variance   | 0.892        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.85         |
|    n_updates            | 2750         |
|    policy_gradient_loss | -0.00535     |
|    std                  | 0.472        |
|    value_loss           | 15.8         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 167         |
|    ep_rew_mean          | -49.7       |
| time/                   |             |
|    fps                  | 2226        |
|    iterations           | 32          |
|    time_elapsed         | 117         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.011304605 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.884       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.05        |
|    n_updates            | 2760        |
|    policy_gradient_loss | -0.00653    |
|    std                  | 0.472       |
|    value_loss           | 20.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 165         |
|    ep_rew_mean          | -53.3       |
| time/                   |             |
|    fps                  | 2233        |
|    iterations           | 33          |
|    time_elapsed         | 121         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.011290677 |
|    clip_fraction        | 0.16        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.61       |
|    explained_variance   | 0.954       |
|    learning_rate        | 0.0003      |
|    loss                 | 18.8        |
|    n_updates            | 2770        |
|    policy_gradient_loss | -0.00243    |
|    std                  | 0.471       |
|    value_loss           | 16          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 174         |
|    ep_rew_mean          | -57.9       |
| time/                   |             |
|    fps                  | 2237        |
|    iterations           | 34          |
|    time_elapsed         | 124         |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.013145296 |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | 0.942       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.04        |
|    n_updates            | 2780        |
|    policy_gradient_loss | -0.00507    |
|    std                  | 0.47        |
|    value_loss           | 18.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 175          |
|    ep_rew_mean          | -61          |
| time/                   |              |
|    fps                  | 2237         |
|    iterations           | 35           |
|    time_elapsed         | 128          |
|    total_timesteps      | 286720       |
| train/                  |              |
|    approx_kl            | 0.0112808235 |
|    clip_fraction        | 0.129        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.6         |
|    explained_variance   | 0.898        |
|    learning_rate        | 0.0003       |
|    loss                 | 15           |
|    n_updates            | 2790         |
|    policy_gradient_loss | -0.00607     |
|    std                  | 0.469        |
|    value_loss           | 21.2         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | -45.3       |
| time/                   |             |
|    fps                  | 2240        |
|    iterations           | 36          |
|    time_elapsed         | 131         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.012132976 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | 0.948       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.79        |
|    n_updates            | 2800        |
|    policy_gradient_loss | -0.00401    |
|    std                  | 0.468       |
|    value_loss           | 17.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 175         |
|    ep_rew_mean          | -56.1       |
| time/                   |             |
|    fps                  | 2246        |
|    iterations           | 37          |
|    time_elapsed         | 134         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.013533656 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | 0.923       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.02        |
|    n_updates            | 2810        |
|    policy_gradient_loss | -0.00485    |
|    std                  | 0.466       |
|    value_loss           | 21.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 208         |
|    ep_rew_mean          | -75.6       |
| time/                   |             |
|    fps                  | 2253        |
|    iterations           | 38          |
|    time_elapsed         | 138         |
|    total_timesteps      | 311296      |
| train/                  |             |
|    approx_kl            | 0.013769237 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 0.945       |
|    learning_rate        | 0.0003      |
|    loss                 | 11.9        |
|    n_updates            | 2820        |
|    policy_gradient_loss | -0.00454    |
|    std                  | 0.466       |
|    value_loss           | 22.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 199         |
|    ep_rew_mean          | -73.3       |
| time/                   |             |
|    fps                  | 2256        |
|    iterations           | 39          |
|    time_elapsed         | 141         |
|    total_timesteps      | 319488      |
| train/                  |             |
|    approx_kl            | 0.014416285 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.56       |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.22        |
|    n_updates            | 2830        |
|    policy_gradient_loss | -0.00344    |
|    std                  | 0.465       |
|    value_loss           | 11.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 146         |
|    ep_rew_mean          | -41.5       |
| time/                   |             |
|    fps                  | 2263        |
|    iterations           | 40          |
|    time_elapsed         | 144         |
|    total_timesteps      | 327680      |
| train/                  |             |
|    approx_kl            | 0.012865142 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 0.912       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.67        |
|    n_updates            | 2840        |
|    policy_gradient_loss | -0.00293    |
|    std                  | 0.467       |
|    value_loss           | 13          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | -37         |
| time/                   |             |
|    fps                  | 2271        |
|    iterations           | 41          |
|    time_elapsed         | 147         |
|    total_timesteps      | 335872      |
| train/                  |             |
|    approx_kl            | 0.014683854 |
|    clip_fraction        | 0.165       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.25        |
|    n_updates            | 2850        |
|    policy_gradient_loss | -0.00522    |
|    std                  | 0.467       |
|    value_loss           | 15.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 154         |
|    ep_rew_mean          | -44.4       |
| time/                   |             |
|    fps                  | 2282        |
|    iterations           | 42          |
|    time_elapsed         | 150         |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.016294835 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.56       |
|    explained_variance   | 0.913       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.62        |
|    n_updates            | 2860        |
|    policy_gradient_loss | -0.00438    |
|    std                  | 0.464       |
|    value_loss           | 15.7        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 170          |
|    ep_rew_mean          | -48          |
| time/                   |              |
|    fps                  | 2291         |
|    iterations           | 43           |
|    time_elapsed         | 153          |
|    total_timesteps      | 352256       |
| train/                  |              |
|    approx_kl            | 0.0134845525 |
|    clip_fraction        | 0.182        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.54        |
|    explained_variance   | 0.899        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.2          |
|    n_updates            | 2870         |
|    policy_gradient_loss | -0.00436     |
|    std                  | 0.462        |
|    value_loss           | 11.9         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 183          |
|    ep_rew_mean          | -57.7        |
| time/                   |              |
|    fps                  | 2290         |
|    iterations           | 44           |
|    time_elapsed         | 157          |
|    total_timesteps      | 360448       |
| train/                  |              |
|    approx_kl            | 0.0117939785 |
|    clip_fraction        | 0.131        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.53        |
|    explained_variance   | 0.891        |
|    learning_rate        | 0.0003       |
|    loss                 | 10.2         |
|    n_updates            | 2880         |
|    policy_gradient_loss | -0.00602     |
|    std                  | 0.461        |
|    value_loss           | 22.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 192         |
|    ep_rew_mean          | -61.6       |
| time/                   |             |
|    fps                  | 2290        |
