Continuing from checkpoint: C:/GitHub/HumanoidRobot/simulation/training/pick_place/runs/pp_v24/checkpoints/final.zip
Logging to C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v25\logs\pp_v25_1
---------------------------------
| rollout/           |          |
|    learning_rate        | 0.0003      |
|    loss                 | 3.54        |
|    n_updates            | 7380        |
|    policy_gradient_loss | 0.00507     |
|    std                  | 0.331       |
|    value_loss           | 7.23        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 132        |
|    ep_rew_mean          | -15.5      |
| time/                   |            |
|    fps                  | 2482       |
|    iterations           | 5          |
|    time_elapsed         | 16         |
|    total_timesteps      | 40960      |
| train/                  |            |
|    approx_kl            | 0.03417974 |
|    clip_fraction        | 0.261      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.761     |
|    explained_variance   | 0.938      |
|    learning_rate        | 0.0003     |
|    loss                 | 5.27       |
|    n_updates            | 7390       |
|    policy_gradient_loss | -0.00772   |
|    std                  | 0.331      |
|    value_loss           | 12.6       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | -19.3       |
| time/                   |             |
|    fps                  | 2446        |
|    iterations           | 6           |
|    time_elapsed         | 20          |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.041617118 |
|    clip_fraction        | 0.329       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.759      |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.62        |
|    n_updates            | 7400        |
|    policy_gradient_loss | 0.000519    |
|    std                  | 0.331       |
|    value_loss           | 7.05        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 160       |
|    ep_rew_mean          | -24.7     |
| time/                   |           |
|    fps                  | 2424      |
|    iterations           | 7         |
|    time_elapsed         | 23        |
|    total_timesteps      | 57344     |
| train/                  |           |
|    approx_kl            | 0.0648058 |
|    clip_fraction        | 0.33      |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.76     |
|    explained_variance   | 0.928     |
|    learning_rate        | 0.0003    |
|    loss                 | 2.45      |
|    n_updates            | 7410      |
|    policy_gradient_loss | -0.00185  |
|    std                  | 0.332     |
|    value_loss           | 5.22      |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 118        |
|    ep_rew_mean          | -12.4      |
| time/                   |            |
|    fps                  | 2419       |
|    iterations           | 8          |
|    time_elapsed         | 27         |
|    total_timesteps      | 65536      |
| train/                  |            |
|    approx_kl            | 0.02320978 |
|    clip_fraction        | 0.212      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.756     |
|    explained_variance   | 0.944      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.07       |
|    n_updates            | 7420       |
|    policy_gradient_loss | -0.00794   |
|    std                  | 0.332      |
|    value_loss           | 11.9       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -12.5       |
| time/                   |             |
|    fps                  | 2394        |
|    iterations           | 9           |
|    time_elapsed         | 30          |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.022252616 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.76       |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.64        |
|    n_updates            | 7430        |
|    policy_gradient_loss | -0.00987    |
|    std                  | 0.332       |
|    value_loss           | 9           |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 90.5       |
|    ep_rew_mean          | -0.111     |
| time/                   |            |
|    fps                  | 2369       |
|    iterations           | 10         |
|    time_elapsed         | 34         |
|    total_timesteps      | 81920      |
| train/                  |            |
|    approx_kl            | 0.03429865 |
|    clip_fraction        | 0.237      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.745     |
|    explained_variance   | 0.954      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.08       |
|    n_updates            | 7440       |
|    policy_gradient_loss | -0.00512   |
|    std                  | 0.329      |
|    value_loss           | 10.1       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 115        |
|    ep_rew_mean          | -7.32      |
| time/                   |            |
|    fps                  | 2374       |
|    iterations           | 11         |
|    time_elapsed         | 37         |
|    total_timesteps      | 90112      |
| train/                  |            |
|    approx_kl            | 0.01764603 |
|    clip_fraction        | 0.246      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.728     |
|    explained_variance   | 0.937      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.33       |
|    n_updates            | 7450       |
|    policy_gradient_loss | -0.00718   |
|    std                  | 0.328      |
|    value_loss           | 10.1       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | -14         |
| time/                   |             |
|    fps                  | 2377        |
|    iterations           | 12          |
|    time_elapsed         | 41          |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.027108204 |
|    clip_fraction        | 0.266       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.733      |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.88        |
|    n_updates            | 7460        |
|    policy_gradient_loss | -0.00632    |
|    std                  | 0.33        |
|    value_loss           | 8.28        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | -8.68       |
| time/                   |             |
|    fps                  | 2367        |
|    iterations           | 13          |
|    time_elapsed         | 44          |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.025922323 |
|    clip_fraction        | 0.252       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.753      |
|    explained_variance   | 0.952       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.8         |
|    n_updates            | 7470        |
|    policy_gradient_loss | -0.00469    |
|    std                  | 0.331       |
|    value_loss           | 9.88        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 122        |
|    ep_rew_mean          | -11        |
| time/                   |            |
|    fps                  | 2356       |
|    iterations           | 14         |
|    time_elapsed         | 48         |
|    total_timesteps      | 114688     |
| train/                  |            |
|    approx_kl            | 0.02408251 |
|    clip_fraction        | 0.239      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.772     |
|    explained_variance   | 0.953      |
|    learning_rate        | 0.0003     |
|    loss                 | 6.67       |
|    n_updates            | 7480       |
|    policy_gradient_loss | -0.00906   |
|    std                  | 0.333      |
|    value_loss           | 10.7       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 117         |
|    ep_rew_mean          | -8.4        |
| time/                   |             |
|    fps                  | 2349        |
|    iterations           | 15          |
|    time_elapsed         | 52          |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.028272811 |
|    clip_fraction        | 0.267       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.766      |
|    explained_variance   | 0.926       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.26        |
|    n_updates            | 7490        |
|    policy_gradient_loss | -0.00676    |
|    std                  | 0.33        |
|    value_loss           | 16.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | -11.4       |
| time/                   |             |
|    fps                  | 2352        |
|    iterations           | 16          |
|    time_elapsed         | 55          |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.024597403 |
|    clip_fraction        | 0.262       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.757      |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.93        |
|    n_updates            | 7500        |
|    policy_gradient_loss | -0.00903    |
|    std                  | 0.331       |
|    value_loss           | 14.3        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 114        |
|    ep_rew_mean          | -11.5      |
| time/                   |            |
|    fps                  | 2358       |
|    iterations           | 17         |
|    time_elapsed         | 59         |
|    total_timesteps      | 139264     |
| train/                  |            |
|    approx_kl            | 0.02422902 |
|    clip_fraction        | 0.268      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.749     |
|    explained_variance   | 0.944      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.16       |
|    n_updates            | 7510       |
|    policy_gradient_loss | -0.00444   |
|    std                  | 0.329      |
|    value_loss           | 13.5       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 144        |
|    ep_rew_mean          | -21.4      |
| time/                   |            |
|    fps                  | 2352       |
|    iterations           | 18         |
|    time_elapsed         | 62         |
|    total_timesteps      | 147456     |
| train/                  |            |
|    approx_kl            | 0.02926208 |
|    clip_fraction        | 0.286      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.73      |
|    explained_variance   | 0.941      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.98       |
|    n_updates            | 7520       |
|    policy_gradient_loss | -0.00521   |
|    std                  | 0.327      |
|    value_loss           | 7.77       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 166         |
|    ep_rew_mean          | -24.8       |
| time/                   |             |
|    fps                  | 2347        |
|    iterations           | 19          |
|    time_elapsed         | 66          |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.034351684 |
|    clip_fraction        | 0.379       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.73       |
|    explained_variance   | 0.96        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.78        |
|    n_updates            | 7530        |
|    policy_gradient_loss | -0.000616   |
|    std                  | 0.328       |
|    value_loss           | 5.66        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 110        |
|    ep_rew_mean          | -10.5      |
| time/                   |            |
|    fps                  | 2347       |
|    iterations           | 20         |
|    time_elapsed         | 69         |
|    total_timesteps      | 163840     |
| train/                  |            |
|    approx_kl            | 0.03595241 |
|    clip_fraction        | 0.253      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.75      |
|    explained_variance   | 0.937      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.32       |
|    n_updates            | 7540       |
|    policy_gradient_loss | -0.00667   |
|    std                  | 0.33       |
|    value_loss           | 11.3       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 115        |
|    ep_rew_mean          | -10.1      |
| time/                   |            |
|    fps                  | 2352       |
|    iterations           | 21         |
|    time_elapsed         | 73         |
|    total_timesteps      | 172032     |
| train/                  |            |
|    approx_kl            | 0.02288907 |
|    clip_fraction        | 0.238      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.768     |
|    explained_variance   | 0.94       |
|    learning_rate        | 0.0003     |
|    loss                 | 4          |
|    n_updates            | 7550       |
|    policy_gradient_loss | -0.00873   |
|    std                  | 0.329      |
|    value_loss           | 13.1       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | -20.3       |
| time/                   |             |
|    fps                  | 2354        |
|    iterations           | 22          |
|    time_elapsed         | 76          |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.029305644 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.763      |
|    explained_variance   | 0.934       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.15        |
|    n_updates            | 7560        |
|    policy_gradient_loss | -0.00884    |
|    std                  | 0.329       |
|    value_loss           | 16.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 158         |
|    ep_rew_mean          | -24.3       |
| time/                   |             |
|    fps                  | 2348        |
|    iterations           | 23          |
|    time_elapsed         | 80          |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.027827714 |
|    clip_fraction        | 0.283       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.754      |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.3         |
|    n_updates            | 7570        |
|    policy_gradient_loss | -0.00166    |
|    std                  | 0.328       |
|    value_loss           | 9.74        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | -12.9       |
| time/                   |             |
|    fps                  | 2342        |
|    iterations           | 24          |
|    time_elapsed         | 83          |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.027255867 |
|    clip_fraction        | 0.269       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.741      |
|    explained_variance   | 0.944       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.51        |
|    n_updates            | 7580        |
|    policy_gradient_loss | -0.00264    |
|    std                  | 0.327       |
|    value_loss           | 13          |
-----------------------------------------
[PeriodicArtifactCallback] step 200000: saving checkpoint, evaluating, rendering...
[PeriodicArtifactCallback] step 200000: success_rate=0.40 pick_success_rate=0.60 mean_reward=-148.31 -> C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v25\dashboard.html
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | -13         |
| time/                   |             |
|    fps                  | 2125        |
|    iterations           | 25          |
|    time_elapsed         | 96          |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.019710325 |
|    clip_fraction        | 0.216       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.73       |
|    explained_variance   | 0.936       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.34        |
|    n_updates            | 7590        |
|    policy_gradient_loss | -0.00705    |
|    std                  | 0.327       |
|    value_loss           | 15.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 130         |
|    ep_rew_mean          | -15         |
| time/                   |             |
|    fps                  | 2138        |
|    iterations           | 26          |
|    time_elapsed         | 99          |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.019169545 |
|    clip_fraction        | 0.224       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.729      |
|    explained_variance   | 0.949       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.29        |
|    n_updates            | 7600        |
|    policy_gradient_loss | -0.00825    |
|    std                  | 0.327       |
|    value_loss           | 14.1        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 121       |
|    ep_rew_mean          | -11.9     |
| time/                   |           |
|    fps                  | 2146      |
|    iterations           | 27        |
|    time_elapsed         | 103       |
|    total_timesteps      | 221184    |
| train/                  |           |
|    approx_kl            | 0.0328916 |
|    clip_fraction        | 0.246     |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.723    |
|    explained_variance   | 0.953     |
|    learning_rate        | 0.0003    |
|    loss                 | 6.4       |
|    n_updates            | 7610      |
|    policy_gradient_loss | -0.00654  |
|    std                  | 0.325     |
|    value_loss           | 12.2      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | -16.6       |
| time/                   |             |
|    fps                  | 2150        |
|    iterations           | 28          |
|    time_elapsed         | 106         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.027396843 |
|    clip_fraction        | 0.31        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.722      |
|    explained_variance   | 0.953       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.53        |
|    n_updates            | 7620        |
|    policy_gradient_loss | -0.00423    |
|    std                  | 0.326       |
|    value_loss           | 12.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 150         |
|    ep_rew_mean          | -21.1       |
| time/                   |             |
|    fps                  | 2153        |
|    iterations           | 29          |
|    time_elapsed         | 110         |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.019816237 |
|    clip_fraction        | 0.223       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.713      |
|    explained_variance   | 0.948       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.73        |
|    n_updates            | 7630        |
|    policy_gradient_loss | -0.00633    |
|    std                  | 0.324       |
|    value_loss           | 14.5        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 143        |
|    ep_rew_mean          | -19.4      |
| time/                   |            |
|    fps                  | 2157       |
|    iterations           | 30         |
|    time_elapsed         | 113        |
|    total_timesteps      | 245760     |
| train/                  |            |
|    approx_kl            | 0.04891359 |
|    clip_fraction        | 0.369      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.697     |
|    explained_variance   | 0.958      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.83       |
|    n_updates            | 7640       |
|    policy_gradient_loss | 0.00183    |
|    std                  | 0.323      |
|    value_loss           | 6.9        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 80.2        |
|    ep_rew_mean          | 0.395       |
| time/                   |             |
|    fps                  | 2164        |
|    iterations           | 31          |
|    time_elapsed         | 117         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.037285484 |
|    clip_fraction        | 0.281       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.697      |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.79        |
|    n_updates            | 7650        |
|    policy_gradient_loss | -0.00418    |
|    std                  | 0.324       |
|    value_loss           | 8.77        |
-----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 101      |
|    ep_rew_mean          | -6.08    |
| time/                   |          |
|    fps                  | 2169     |
|    iterations           | 32       |
|    time_elapsed         | 120      |
|    total_timesteps      | 262144   |
| train/                  |          |
|    approx_kl            | 0.033952 |
|    clip_fraction        | 0.337    |
|    clip_range           | 0.2      |
|    entropy_loss         | -0.689   |
|    explained_variance   | 0.968    |
|    learning_rate        | 0.0003   |
|    loss                 | 3.56     |
|    n_updates            | 7660     |
|    policy_gradient_loss | -0.00286 |
|    std                  | 0.322    |
|    value_loss           | 6.1      |
--------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 93          |
|    ep_rew_mean          | -4.74       |
| time/                   |             |
|    fps                  | 2173        |
|    iterations           | 33          |
|    time_elapsed         | 124         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.017950077 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.673      |
|    explained_variance   | 0.938       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.04        |
|    n_updates            | 7670        |
|    policy_gradient_loss | -0.00834    |
|    std                  | 0.321       |
|    value_loss           | 18.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | -18.2       |
| time/                   |             |
|    fps                  | 2176        |
|    iterations           | 34          |
|    time_elapsed         | 127         |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.037662428 |
|    clip_fraction        | 0.29        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.687      |
|    explained_variance   | 0.94        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.29        |
|    n_updates            | 7680        |
|    policy_gradient_loss | 0.00129     |
|    std                  | 0.323       |
|    value_loss           | 4.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | -16.4       |
| time/                   |             |
|    fps                  | 2179        |
|    iterations           | 35          |
|    time_elapsed         | 131         |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.017671414 |
|    clip_fraction        | 0.213       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.692      |
|    explained_variance   | 0.925       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.22        |
|    n_updates            | 7690        |
|    policy_gradient_loss | -0.00904    |
|    std                  | 0.32        |
|    value_loss           | 12.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | -19.3       |
| time/                   |             |
|    fps                  | 2188        |
|    iterations           | 36          |
|    time_elapsed         | 134         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.025946472 |
|    clip_fraction        | 0.275       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.679      |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.53        |
|    n_updates            | 7700        |
|    policy_gradient_loss | -0.00466    |
|    std                  | 0.32        |
|    value_loss           | 8.55        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 151         |
|    ep_rew_mean          | -23.2       |
| time/                   |             |
|    fps                  | 2194        |
|    iterations           | 37          |
|    time_elapsed         | 138         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.028342765 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.681      |
|    explained_variance   | 0.923       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.31        |
|    n_updates            | 7710        |
|    policy_gradient_loss | -0.00241    |
|    std                  | 0.321       |
|    value_loss           | 9.06        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | -19.5       |
| time/                   |             |
|    fps                  | 2198        |
|    iterations           | 38          |
|    time_elapsed         | 141         |
|    total_timesteps      | 311296      |
| train/                  |             |
|    approx_kl            | 0.018810065 |
|    clip_fraction        | 0.221       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.686      |
|    explained_variance   | 0.96        |
|    learning_rate        | 0.0003      |
|    loss                 | 6.02        |
|    n_updates            | 7720        |
|    policy_gradient_loss | -0.00866    |
|    std                  | 0.32        |
|    value_loss           | 8.48        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | -15.6       |
| time/                   |             |
|    fps                  | 2200        |
|    iterations           | 39          |
|    time_elapsed         | 145         |
|    total_timesteps      | 319488      |
| train/                  |             |
|    approx_kl            | 0.025741346 |
|    clip_fraction        | 0.27        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.701      |
|    explained_variance   | 0.952       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.35        |
|    n_updates            | 7730        |
|    policy_gradient_loss | -0.0034     |
|    std                  | 0.322       |
|    value_loss           | 9.47        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 129         |
|    ep_rew_mean          | -14.6       |
| time/                   |             |
|    fps                  | 2205        |
|    iterations           | 40          |
|    time_elapsed         | 148         |
|    total_timesteps      | 327680      |
| train/                  |             |
|    approx_kl            | 0.020199709 |
|    clip_fraction        | 0.21        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.703      |
|    explained_variance   | 0.927       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.93        |
|    n_updates            | 7740        |
|    policy_gradient_loss | -0.00884    |
|    std                  | 0.32        |
|    value_loss           | 12.9        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 136        |
|    ep_rew_mean          | -16        |
| time/                   |            |
|    fps                  | 2213       |
|    iterations           | 41         |
|    time_elapsed         | 151        |
|    total_timesteps      | 335872     |
| train/                  |            |
|    approx_kl            | 0.02205878 |
|    clip_fraction        | 0.2        |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.695     |
|    explained_variance   | 0.946      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.03       |
|    n_updates            | 7750       |
|    policy_gradient_loss | -0.0101    |
|    std                  | 0.32       |
|    value_loss           | 9.33       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | -15.1       |
| time/                   |             |
|    fps                  | 2219        |
|    iterations           | 42          |
|    time_elapsed         | 155         |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.024765443 |
|    clip_fraction        | 0.277       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.716      |
|    explained_variance   | 0.941       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.29        |
|    n_updates            | 7760        |
|    policy_gradient_loss | -0.00347    |
|    std                  | 0.322       |
|    value_loss           | 7.83        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 154         |
|    ep_rew_mean          | -24.7       |
| time/                   |             |
|    fps                  | 2222        |
|    iterations           | 43          |
|    time_elapsed         | 158         |
|    total_timesteps      | 352256      |
| train/                  |             |
|    approx_kl            | 0.016441159 |
|    clip_fraction        | 0.243       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.718      |
|    explained_variance   | 0.926       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.06        |
|    n_updates            | 7770        |
|    policy_gradient_loss | -0.00915    |
|    std                  | 0.322       |
|    value_loss           | 14.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 167         |
|    ep_rew_mean          | -29.6       |
| time/                   |             |
|    fps                  | 2226        |
|    iterations           | 44          |
|    time_elapsed         | 161         |
|    total_timesteps      | 360448      |
| train/                  |             |
|    approx_kl            | 0.024569884 |
|    clip_fraction        | 0.26        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.707      |
|    explained_variance   | 0.926       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.17        |
|    n_updates            | 7780        |
|    policy_gradient_loss | -0.00191    |
|    std                  | 0.32        |
|    value_loss           | 7.24        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | -20.3       |
| time/                   |             |
|    fps                  | 2228        |
