Continuing from checkpoint: C:/GitHub/HumanoidRobot/simulation/training/pick_place/runs/pp_v13/checkpoints/ckpt_1600000.zip
Logging to C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v14\logs\pp_v14_1
---------------------------------
| rollout/           |          |
|    ep_len_mean          | 357         |
|    ep_rew_mean          | -126        |
| time/                   |             |
|    fps                  | 1052        |
|    iterations           | 10          |
|    time_elapsed         | 77          |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.016137633 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.34       |
|    explained_variance   | 0.952       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.875       |
|    n_updates            | 12760       |
|    policy_gradient_loss | -0.00451    |
|    std                  | 0.446       |
|    value_loss           | 3.51        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 322         |
|    ep_rew_mean          | -109        |
| time/                   |             |
|    fps                  | 1042        |
|    iterations           | 11          |
|    time_elapsed         | 86          |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.012306013 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.36       |
|    explained_variance   | 0.927       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.92        |
|    n_updates            | 12770       |
|    policy_gradient_loss | -0.00452    |
|    std                  | 0.447       |
|    value_loss           | 8.79        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 304         |
|    ep_rew_mean          | -100        |
| time/                   |             |
|    fps                  | 1038        |
|    iterations           | 12          |
|    time_elapsed         | 94          |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.016987935 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.38       |
|    explained_variance   | 0.969       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.373       |
|    n_updates            | 12780       |
|    policy_gradient_loss | -0.00178    |
|    std                  | 0.452       |
|    value_loss           | 3.37        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 249         |
|    ep_rew_mean          | -81.4       |
| time/                   |             |
|    fps                  | 1030        |
|    iterations           | 13          |
|    time_elapsed         | 103         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.010515598 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.4        |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.875       |
|    n_updates            | 12790       |
|    policy_gradient_loss | -0.00224    |
|    std                  | 0.453       |
|    value_loss           | 3.89        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 272         |
|    ep_rew_mean          | -81         |
| time/                   |             |
|    fps                  | 1025        |
|    iterations           | 14          |
|    time_elapsed         | 111         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.018425394 |
|    clip_fraction        | 0.179       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.41       |
|    explained_variance   | 0.972       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.748       |
|    n_updates            | 12800       |
|    policy_gradient_loss | -0.00208    |
|    std                  | 0.453       |
|    value_loss           | 3.33        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 272         |
|    ep_rew_mean          | -86.7       |
| time/                   |             |
|    fps                  | 1020        |
|    iterations           | 15          |
|    time_elapsed         | 120         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.018775508 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.38       |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.58        |
|    n_updates            | 12810       |
|    policy_gradient_loss | -0.00273    |
|    std                  | 0.448       |
|    value_loss           | 4.39        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 270         |
|    ep_rew_mean          | -73.9       |
| time/                   |             |
|    fps                  | 1017        |
|    iterations           | 16          |
|    time_elapsed         | 128         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.013517646 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.36       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.6         |
|    n_updates            | 12820       |
|    policy_gradient_loss | -0.00289    |
|    std                  | 0.446       |
|    value_loss           | 2.83        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 262          |
|    ep_rew_mean          | -76.3        |
| time/                   |              |
|    fps                  | 1014         |
|    iterations           | 17           |
|    time_elapsed         | 137          |
|    total_timesteps      | 139264       |
| train/                  |              |
|    approx_kl            | 0.0154842315 |
|    clip_fraction        | 0.174        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.33        |
|    explained_variance   | 0.981        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.798        |
|    n_updates            | 12830        |
|    policy_gradient_loss | -0.00677     |
|    std                  | 0.441        |
|    value_loss           | 3.08         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 227         |
|    ep_rew_mean          | -51.8       |
| time/                   |             |
|    fps                  | 1013        |
|    iterations           | 18          |
|    time_elapsed         | 145         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.015739419 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.28       |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.576       |
|    n_updates            | 12840       |
|    policy_gradient_loss | -0.00537    |
|    std                  | 0.437       |
|    value_loss           | 2.33        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 273         |
|    ep_rew_mean          | -71.1       |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 19          |
|    time_elapsed         | 153         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.016916614 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.27       |
|    explained_variance   | 0.985       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.68        |
|    n_updates            | 12850       |
|    policy_gradient_loss | -0.00378    |
|    std                  | 0.437       |
|    value_loss           | 2.09        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 279         |
|    ep_rew_mean          | -81.8       |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 20          |
|    time_elapsed         | 162         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.010013549 |
|    clip_fraction        | 0.0946      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.29       |
|    explained_variance   | 0.858       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.474       |
|    n_updates            | 12860       |
|    policy_gradient_loss | -0.000223   |
|    std                  | 0.442       |
|    value_loss           | 3.46        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 301         |
|    ep_rew_mean          | -90.3       |
| time/                   |             |
|    fps                  | 1007        |
|    iterations           | 21          |
|    time_elapsed         | 170         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.020356286 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.3        |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.47        |
|    n_updates            | 12870       |
|    policy_gradient_loss | -0.00595    |
|    std                  | 0.439       |
|    value_loss           | 3.04        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 342          |
|    ep_rew_mean          | -113         |
| time/                   |              |
|    fps                  | 1006         |
|    iterations           | 22           |
|    time_elapsed         | 179          |
|    total_timesteps      | 180224       |
| train/                  |              |
|    approx_kl            | 0.0132896695 |
|    clip_fraction        | 0.146        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.3         |
|    explained_variance   | 0.96         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.361        |
|    n_updates            | 12880        |
|    policy_gradient_loss | -0.00203     |
|    std                  | 0.442        |
|    value_loss           | 1.99         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 347         |
|    ep_rew_mean          | -111        |
| time/                   |             |
|    fps                  | 1004        |
|    iterations           | 23          |
|    time_elapsed         | 187         |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.014072357 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.28       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.201       |
|    n_updates            | 12890       |
|    policy_gradient_loss | 0.000571    |
|    std                  | 0.439       |
|    value_loss           | 0.979       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 359         |
|    ep_rew_mean          | -114        |
| time/                   |             |
|    fps                  | 1003        |
|    iterations           | 24          |
|    time_elapsed         | 195         |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.011723211 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.26       |
|    explained_variance   | 0.976       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.59        |
|    n_updates            | 12900       |
|    policy_gradient_loss | -0.00415    |
|    std                  | 0.439       |
|    value_loss           | 3.46        |
-----------------------------------------
[PeriodicArtifactCallback] step 200000: saving checkpoint, evaluating, rendering...
[PeriodicArtifactCallback] step 200000: success_rate=0.00 pick_success_rate=0.20 mean_reward=-236.60 -> C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v14\dashboard.html
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 347         |
|    ep_rew_mean          | -115        |
| time/                   |             |
|    fps                  | 944         |
|    iterations           | 25          |
|    time_elapsed         | 216         |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.014456149 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.25       |
|    explained_variance   | 0.96        |
|    learning_rate        | 0.0003      |
|    loss                 | 2.12        |
|    n_updates            | 12910       |
|    policy_gradient_loss | -0.00489    |
|    std                  | 0.437       |
|    value_loss           | 5.68        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 341         |
|    ep_rew_mean          | -100        |
| time/                   |             |
|    fps                  | 945         |
|    iterations           | 26          |
|    time_elapsed         | 225         |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.019020442 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.25       |
|    explained_variance   | 0.987       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.337       |
|    n_updates            | 12920       |
|    policy_gradient_loss | 0.00139     |
|    std                  | 0.438       |
|    value_loss           | 1.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 312         |
|    ep_rew_mean          | -71.8       |
| time/                   |             |
|    fps                  | 946         |
|    iterations           | 27          |
|    time_elapsed         | 233         |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.019261267 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.21       |
|    explained_variance   | 0.96        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.545       |
|    n_updates            | 12930       |
|    policy_gradient_loss | -0.00558    |
|    std                  | 0.432       |
|    value_loss           | 2.24        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 279         |
|    ep_rew_mean          | -60.3       |
| time/                   |             |
|    fps                  | 948         |
|    iterations           | 28          |
|    time_elapsed         | 241         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.013418317 |
|    clip_fraction        | 0.121       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.21       |
|    explained_variance   | 0.97        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.28        |
|    n_updates            | 12940       |
|    policy_gradient_loss | 0.000252    |
|    std                  | 0.436       |
|    value_loss           | 2.56        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 256         |
|    ep_rew_mean          | -44.2       |
| time/                   |             |
|    fps                  | 949         |
|    iterations           | 29          |
|    time_elapsed         | 250         |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.022503655 |
|    clip_fraction        | 0.209       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.27       |
|    explained_variance   | 0.952       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.13        |
|    n_updates            | 12950       |
|    policy_gradient_loss | -0.00511    |
|    std                  | 0.443       |
|    value_loss           | 4.26        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 267         |
|    ep_rew_mean          | -51.4       |
| time/                   |             |
|    fps                  | 950         |
|    iterations           | 30          |
|    time_elapsed         | 258         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.017563056 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.32       |
|    explained_variance   | 0.944       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.492       |
|    n_updates            | 12960       |
|    policy_gradient_loss | -0.000183   |
|    std                  | 0.448       |
|    value_loss           | 1.87        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 278         |
|    ep_rew_mean          | -50         |
| time/                   |             |
|    fps                  | 951         |
|    iterations           | 31          |
|    time_elapsed         | 266         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.015178254 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.33       |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.651       |
|    n_updates            | 12970       |
|    policy_gradient_loss | -0.00533    |
|    std                  | 0.446       |
|    value_loss           | 5.61        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 313        |
|    ep_rew_mean          | -71.6      |
| time/                   |            |
|    fps                  | 952        |
|    iterations           | 32         |
|    time_elapsed         | 275        |
|    total_timesteps      | 262144     |
| train/                  |            |
|    approx_kl            | 0.01861734 |
|    clip_fraction        | 0.171      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.32      |
|    explained_variance   | 0.953      |
|    learning_rate        | 0.0003     |
|    loss                 | 8.08       |
|    n_updates            | 12980      |
|    policy_gradient_loss | -0.00226   |
|    std                  | 0.448      |
|    value_loss           | 5.35       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 313         |
|    ep_rew_mean          | -80         |
| time/                   |             |
|    fps                  | 953         |
|    iterations           | 33          |
|    time_elapsed         | 283         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.018682621 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.34       |
|    explained_variance   | 0.938       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.469       |
|    n_updates            | 12990       |
|    policy_gradient_loss | 0.0023      |
|    std                  | 0.451       |
|    value_loss           | 2.98        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 297         |
|    ep_rew_mean          | -72.6       |
| time/                   |             |
|    fps                  | 954         |
|    iterations           | 34          |
|    time_elapsed         | 291         |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.025561629 |
|    clip_fraction        | 0.248       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.35       |
|    explained_variance   | 0.972       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.22        |
|    n_updates            | 13000       |
|    policy_gradient_loss | -0.00517    |
|    std                  | 0.449       |
|    value_loss           | 1.96        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 268         |
|    ep_rew_mean          | -54.9       |
| time/                   |             |
|    fps                  | 955         |
|    iterations           | 35          |
|    time_elapsed         | 300         |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.021327216 |
|    clip_fraction        | 0.212       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.32       |
|    explained_variance   | 0.976       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.11        |
|    n_updates            | 13010       |
|    policy_gradient_loss | -0.00284    |
|    std                  | 0.445       |
|    value_loss           | 2           |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 262         |
|    ep_rew_mean          | -41.2       |
| time/                   |             |
|    fps                  | 956         |
|    iterations           | 36          |
|    time_elapsed         | 308         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.019868128 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.32       |
|    explained_variance   | 0.971       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.462       |
|    n_updates            | 13020       |
|    policy_gradient_loss | -0.0026     |
|    std                  | 0.448       |
|    value_loss           | 2.54        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 273         |
|    ep_rew_mean          | -49.9       |
| time/                   |             |
|    fps                  | 956         |
|    iterations           | 37          |
|    time_elapsed         | 316         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.011188334 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.33       |
|    explained_variance   | 0.95        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.13        |
|    n_updates            | 13030       |
|    policy_gradient_loss | -0.00316    |
|    std                  | 0.448       |
|    value_loss           | 2.77        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 324         |
|    ep_rew_mean          | -70         |
| time/                   |             |
|    fps                  | 957         |
|    iterations           | 38          |
|    time_elapsed         | 325         |
|    total_timesteps      | 311296      |
| train/                  |             |
|    approx_kl            | 0.012907624 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.33       |
|    explained_variance   | 0.933       |
|    learning_rate        | 0.0003      |
|    loss                 | 8           |
|    n_updates            | 13040       |
|    policy_gradient_loss | 0.00251     |
|    std                  | 0.446       |
|    value_loss           | 5.72        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 369         |
|    ep_rew_mean          | -93.9       |
| time/                   |             |
|    fps                  | 958         |
|    iterations           | 39          |
|    time_elapsed         | 333         |
|    total_timesteps      | 319488      |
| train/                  |             |
|    approx_kl            | 0.015591614 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.32       |
|    explained_variance   | 0.957       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.595       |
|    n_updates            | 13050       |
|    policy_gradient_loss | -0.00267    |
|    std                  | 0.447       |
|    value_loss           | 5.74        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 381         |
|    ep_rew_mean          | -100        |
| time/                   |             |
|    fps                  | 958         |
|    iterations           | 40          |
|    time_elapsed         | 342         |
|    total_timesteps      | 327680      |
| train/                  |             |
|    approx_kl            | 0.017120298 |
|    clip_fraction        | 0.221       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.34       |
|    explained_variance   | 0.973       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.56        |
|    n_updates            | 13060       |
|    policy_gradient_loss | -0.000506   |
|    std                  | 0.448       |
|    value_loss           | 2.28        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 376         |
|    ep_rew_mean          | -106        |
| time/                   |             |
|    fps                  | 959         |
|    iterations           | 41          |
|    time_elapsed         | 350         |
|    total_timesteps      | 335872      |
| train/                  |             |
|    approx_kl            | 0.012201518 |
|    clip_fraction        | 0.147       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.35       |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.98        |
|    n_updates            | 13070       |
|    policy_gradient_loss | -0.00263    |
|    std                  | 0.451       |
|    value_loss           | 6.92        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 342         |
|    ep_rew_mean          | -104        |
| time/                   |             |
|    fps                  | 959         |
|    iterations           | 42          |
|    time_elapsed         | 358         |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.016553462 |
|    clip_fraction        | 0.173       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.37       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.21        |
|    n_updates            | 13080       |
|    policy_gradient_loss | -0.00237    |
|    std                  | 0.453       |
|    value_loss           | 9.63        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 297         |
|    ep_rew_mean          | -79.2       |
| time/                   |             |
|    fps                  | 960         |
|    iterations           | 43          |
|    time_elapsed         | 366         |
|    total_timesteps      | 352256      |
| train/                  |             |
|    approx_kl            | 0.020588247 |
|    clip_fraction        | 0.209       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.36       |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.559       |
|    n_updates            | 13090       |
|    policy_gradient_loss | -0.00109    |
|    std                  | 0.452       |
|    value_loss           | 2.97        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 280         |
|    ep_rew_mean          | -59.6       |
| time/                   |             |
|    fps                  | 960         |
|    iterations           | 44          |
|    time_elapsed         | 375         |
|    total_timesteps      | 360448      |
| train/                  |             |
|    approx_kl            | 0.020738948 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.34       |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.32        |
|    n_updates            | 13100       |
|    policy_gradient_loss | -0.00345    |
|    std                  | 0.447       |
|    value_loss           | 1.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 297         |
|    ep_rew_mean          | -62.3       |
| time/                   |             |
|    fps                  | 960         |
|    iterations           | 45          |
