Continuing from checkpoint: C:/GitHub/HumanoidRobot/simulation/training/pick_place/runs/pp_v10/checkpoints/final.zip
Logging to C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v13\logs\pp_v13_1
---------------------------------
| rollout/           |          |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.012746997 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | 0.968       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.55        |
|    n_updates            | 10790       |
|    policy_gradient_loss | -0.00221    |
|    std                  | 0.464       |
|    value_loss           | 8.36        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 332         |
|    ep_rew_mean          | -99.5       |
| time/                   |             |
|    fps                  | 1087        |
|    iterations           | 9           |
|    time_elapsed         | 67          |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.018744132 |
|    clip_fraction        | 0.218       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.55       |
|    explained_variance   | 0.928       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.565       |
|    n_updates            | 10800       |
|    policy_gradient_loss | -0.00228    |
|    std                  | 0.461       |
|    value_loss           | 3.72        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 332         |
|    ep_rew_mean          | -85.5       |
| time/                   |             |
|    fps                  | 1077        |
|    iterations           | 10          |
|    time_elapsed         | 76          |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.023383312 |
|    clip_fraction        | 0.225       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.55       |
|    explained_variance   | 0.942       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.617       |
|    n_updates            | 10810       |
|    policy_gradient_loss | -0.00299    |
|    std                  | 0.461       |
|    value_loss           | 4.86        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 320         |
|    ep_rew_mean          | -71.3       |
| time/                   |             |
|    fps                  | 1067        |
|    iterations           | 11          |
|    time_elapsed         | 84          |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.011575366 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.53       |
|    explained_variance   | 0.923       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.44        |
|    n_updates            | 10820       |
|    policy_gradient_loss | -0.0041     |
|    std                  | 0.457       |
|    value_loss           | 3.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 311         |
|    ep_rew_mean          | -75.6       |
| time/                   |             |
|    fps                  | 1060        |
|    iterations           | 12          |
|    time_elapsed         | 92          |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.011556432 |
|    clip_fraction        | 0.118       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.54       |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.08        |
|    n_updates            | 10830       |
|    policy_gradient_loss | -0.00225    |
|    std                  | 0.459       |
|    value_loss           | 8.31        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 267        |
|    ep_rew_mean          | -60        |
| time/                   |            |
|    fps                  | 1052       |
|    iterations           | 13         |
|    time_elapsed         | 101        |
|    total_timesteps      | 106496     |
| train/                  |            |
|    approx_kl            | 0.01773648 |
|    clip_fraction        | 0.178      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.54      |
|    explained_variance   | 0.94       |
|    learning_rate        | 0.0003     |
|    loss                 | 2.89       |
|    n_updates            | 10840      |
|    policy_gradient_loss | -0.00368   |
|    std                  | 0.46       |
|    value_loss           | 5.16       |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 278       |
|    ep_rew_mean          | -72.9     |
| time/                   |           |
|    fps                  | 1049      |
|    iterations           | 14        |
|    time_elapsed         | 109       |
|    total_timesteps      | 114688    |
| train/                  |           |
|    approx_kl            | 0.0121153 |
|    clip_fraction        | 0.101     |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.56     |
|    explained_variance   | 0.936     |
|    learning_rate        | 0.0003    |
|    loss                 | 2.07      |
|    n_updates            | 10850     |
|    policy_gradient_loss | -0.00372  |
|    std                  | 0.462     |
|    value_loss           | 11.3      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 302         |
|    ep_rew_mean          | -78         |
| time/                   |             |
|    fps                  | 1043        |
|    iterations           | 15          |
|    time_elapsed         | 117         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.015389005 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.56       |
|    explained_variance   | 0.893       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.398       |
|    n_updates            | 10860       |
|    policy_gradient_loss | -0.00582    |
|    std                  | 0.461       |
|    value_loss           | 8.91        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 301         |
|    ep_rew_mean          | -82.8       |
| time/                   |             |
|    fps                  | 1039        |
|    iterations           | 16          |
|    time_elapsed         | 126         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.012998823 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | 0.892       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.99        |
|    n_updates            | 10870       |
|    policy_gradient_loss | -0.00657    |
|    std                  | 0.465       |
|    value_loss           | 14          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 315         |
|    ep_rew_mean          | -81.2       |
| time/                   |             |
|    fps                  | 1036        |
|    iterations           | 17          |
|    time_elapsed         | 134         |
|    total_timesteps      | 139264      |
| train/                  |             |
|    approx_kl            | 0.013502211 |
|    clip_fraction        | 0.151       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | 0.952       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.15        |
|    n_updates            | 10880       |
|    policy_gradient_loss | 0.00172     |
|    std                  | 0.467       |
|    value_loss           | 5.4         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 276         |
|    ep_rew_mean          | -60.7       |
| time/                   |             |
|    fps                  | 1034        |
|    iterations           | 18          |
|    time_elapsed         | 142         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.014719486 |
|    clip_fraction        | 0.129       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.73        |
|    n_updates            | 10890       |
|    policy_gradient_loss | -0.00518    |
|    std                  | 0.47        |
|    value_loss           | 8.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 284         |
|    ep_rew_mean          | -75.3       |
| time/                   |             |
|    fps                  | 1033        |
|    iterations           | 19          |
|    time_elapsed         | 150         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.010536836 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | 0.955       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.72        |
|    n_updates            | 10900       |
|    policy_gradient_loss | -0.00412    |
|    std                  | 0.469       |
|    value_loss           | 8.8         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 252         |
|    ep_rew_mean          | -70.9       |
| time/                   |             |
|    fps                  | 1033        |
|    iterations           | 20          |
|    time_elapsed         | 158         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.009810368 |
|    clip_fraction        | 0.11        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | 0.95        |
|    learning_rate        | 0.0003      |
|    loss                 | 3.23        |
|    n_updates            | 10910       |
|    policy_gradient_loss | -0.00371    |
|    std                  | 0.468       |
|    value_loss           | 13.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 276         |
|    ep_rew_mean          | -85.3       |
| time/                   |             |
|    fps                  | 1031        |
|    iterations           | 21          |
|    time_elapsed         | 166         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.015233996 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.94        |
|    n_updates            | 10920       |
|    policy_gradient_loss | 0.000373    |
|    std                  | 0.471       |
|    value_loss           | 9.67        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 302         |
|    ep_rew_mean          | -77         |
| time/                   |             |
|    fps                  | 1028        |
|    iterations           | 22          |
|    time_elapsed         | 175         |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.015372947 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.968       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.908       |
|    n_updates            | 10930       |
|    policy_gradient_loss | -0.000666   |
|    std                  | 0.472       |
|    value_loss           | 3.14        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 324         |
|    ep_rew_mean          | -81.4       |
| time/                   |             |
|    fps                  | 1027        |
|    iterations           | 23          |
|    time_elapsed         | 183         |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.016672425 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.935       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.73        |
|    n_updates            | 10940       |
|    policy_gradient_loss | -0.00237    |
|    std                  | 0.471       |
|    value_loss           | 4.02        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 353         |
|    ep_rew_mean          | -88.5       |
| time/                   |             |
|    fps                  | 1024        |
|    iterations           | 24          |
|    time_elapsed         | 191         |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.015412912 |
|    clip_fraction        | 0.153       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | 0.857       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.84        |
|    n_updates            | 10950       |
|    policy_gradient_loss | -0.000957   |
|    std                  | 0.467       |
|    value_loss           | 5.21        |
-----------------------------------------
[PeriodicArtifactCallback] step 200000: saving checkpoint, evaluating, rendering...
[PeriodicArtifactCallback] step 200000: success_rate=0.00 pick_success_rate=0.50 mean_reward=-117.10 -> C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v13\dashboard.html
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 348         |
|    ep_rew_mean          | -83.9       |
| time/                   |             |
|    fps                  | 964         |
|    iterations           | 25          |
|    time_elapsed         | 212         |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.010953747 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.952       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.16        |
|    n_updates            | 10960       |
|    policy_gradient_loss | -0.00221    |
|    std                  | 0.472       |
|    value_loss           | 5.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 361         |
|    ep_rew_mean          | -101        |
| time/                   |             |
|    fps                  | 965         |
|    iterations           | 26          |
|    time_elapsed         | 220         |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.014400415 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.67        |
|    n_updates            | 10970       |
|    policy_gradient_loss | -0.00616    |
|    std                  | 0.47        |
|    value_loss           | 7.63        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 336         |
|    ep_rew_mean          | -90.3       |
| time/                   |             |
|    fps                  | 965         |
|    iterations           | 27          |
|    time_elapsed         | 229         |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.011409523 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.923       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.76        |
|    n_updates            | 10980       |
|    policy_gradient_loss | -0.00463    |
|    std                  | 0.472       |
|    value_loss           | 8.31        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 329         |
|    ep_rew_mean          | -87         |
| time/                   |             |
|    fps                  | 967         |
|    iterations           | 28          |
|    time_elapsed         | 237         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.014867927 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.68        |
|    n_updates            | 10990       |
|    policy_gradient_loss | -0.00349    |
|    std                  | 0.473       |
|    value_loss           | 10.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | -70.7       |
| time/                   |             |
|    fps                  | 966         |
|    iterations           | 29          |
|    time_elapsed         | 245         |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.014164655 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.64        |
|    n_updates            | 11000       |
|    policy_gradient_loss | -0.00376    |
|    std                  | 0.473       |
|    value_loss           | 5.81        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 287         |
|    ep_rew_mean          | -66.7       |
| time/                   |             |
|    fps                  | 966         |
|    iterations           | 30          |
|    time_elapsed         | 254         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.016177654 |
|    clip_fraction        | 0.193       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.916       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.27        |
|    n_updates            | 11010       |
|    policy_gradient_loss | -0.00313    |
|    std                  | 0.47        |
|    value_loss           | 3.54        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 244         |
|    ep_rew_mean          | -47.7       |
| time/                   |             |
|    fps                  | 967         |
|    iterations           | 31          |
|    time_elapsed         | 262         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.008805612 |
|    clip_fraction        | 0.0865      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.946       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.53        |
|    n_updates            | 11020       |
|    policy_gradient_loss | -0.00423    |
|    std                  | 0.471       |
|    value_loss           | 11.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 260         |
|    ep_rew_mean          | -58         |
| time/                   |             |
|    fps                  | 968         |
|    iterations           | 32          |
|    time_elapsed         | 270         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.019306276 |
|    clip_fraction        | 0.219       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.976       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.18        |
|    n_updates            | 11030       |
|    policy_gradient_loss | -0.00142    |
|    std                  | 0.47        |
|    value_loss           | 5.35        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 277         |
|    ep_rew_mean          | -69.4       |
| time/                   |             |
|    fps                  | 968         |
|    iterations           | 33          |
|    time_elapsed         | 279         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.013074907 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.923       |
|    learning_rate        | 0.0003      |
|    loss                 | 12.7        |
|    n_updates            | 11040       |
|    policy_gradient_loss | -0.00283    |
|    std                  | 0.474       |
|    value_loss           | 8.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 284         |
|    ep_rew_mean          | -66.3       |
| time/                   |             |
|    fps                  | 969         |
|    iterations           | 34          |
|    time_elapsed         | 287         |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.015764631 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.885       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.94        |
|    n_updates            | 11050       |
|    policy_gradient_loss | -0.00323    |
|    std                  | 0.473       |
|    value_loss           | 7.28        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 284         |
|    ep_rew_mean          | -72.6       |
| time/                   |             |
|    fps                  | 970         |
|    iterations           | 35          |
|    time_elapsed         | 295         |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.014297563 |
|    clip_fraction        | 0.163       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.36        |
|    n_updates            | 11060       |
|    policy_gradient_loss | -0.00174    |
|    std                  | 0.475       |
|    value_loss           | 5.43        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 284         |
|    ep_rew_mean          | -62.2       |
| time/                   |             |
|    fps                  | 970         |
|    iterations           | 36          |
|    time_elapsed         | 303         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.015249586 |
|    clip_fraction        | 0.174       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.951       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.826       |
|    n_updates            | 11070       |
|    policy_gradient_loss | -0.00219    |
|    std                  | 0.475       |
|    value_loss           | 5.21        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 306         |
|    ep_rew_mean          | -70.2       |
| time/                   |             |
|    fps                  | 970         |
|    iterations           | 37          |
|    time_elapsed         | 312         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.014953816 |
|    clip_fraction        | 0.165       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.927       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.41        |
|    n_updates            | 11080       |
|    policy_gradient_loss | -0.00482    |
|    std                  | 0.472       |
|    value_loss           | 6.66        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 309         |
|    ep_rew_mean          | -70.6       |
| time/                   |             |
|    fps                  | 971         |
|    iterations           | 38          |
|    time_elapsed         | 320         |
|    total_timesteps      | 311296      |
| train/                  |             |
|    approx_kl            | 0.013052305 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.875       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.73        |
|    n_updates            | 11090       |
|    policy_gradient_loss | -0.00468    |
|    std                  | 0.477       |
|    value_loss           | 6.27        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 350        |
|    ep_rew_mean          | -82.8      |
| time/                   |            |
|    fps                  | 971        |
|    iterations           | 39         |
|    time_elapsed         | 328        |
|    total_timesteps      | 319488     |
| train/                  |            |
|    approx_kl            | 0.01518961 |
|    clip_fraction        | 0.129      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.7       |
|    explained_variance   | 0.956      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.47       |
|    n_updates            | 11100      |
|    policy_gradient_loss | -0.00528   |
|    std                  | 0.475      |
|    value_loss           | 11.3       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 367        |
|    ep_rew_mean          | -86.2      |
| time/                   |            |
|    fps                  | 972        |
|    iterations           | 40         |
|    time_elapsed         | 336        |
|    total_timesteps      | 327680     |
| train/                  |            |
|    approx_kl            | 0.01764274 |
|    clip_fraction        | 0.217      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.71      |
|    explained_variance   | 0.934      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.13       |
|    n_updates            | 11110      |
|    policy_gradient_loss | -0.000711  |
|    std                  | 0.479      |
|    value_loss           | 6.67       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 372        |
|    ep_rew_mean          | -88.6      |
| time/                   |            |
|    fps                  | 972        |
|    iterations           | 41         |
|    time_elapsed         | 345        |
|    total_timesteps      | 335872     |
| train/                  |            |
|    approx_kl            | 0.01901757 |
|    clip_fraction        | 0.201      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.7       |
|    explained_variance   | 0.946      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.621      |
|    n_updates            | 11120      |
|    policy_gradient_loss | -0.00216   |
|    std                  | 0.474      |
|    value_loss           | 1.74       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 355         |
|    ep_rew_mean          | -77.6       |
| time/                   |             |
|    fps                  | 974         |
|    iterations           | 42          |
|    time_elapsed         | 353         |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.011010442 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.942       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.2         |
|    n_updates            | 11130       |
|    policy_gradient_loss | -0.00461    |
|    std                  | 0.475       |
|    value_loss           | 8.57        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 344         |
|    ep_rew_mean          | -65         |
| time/                   |             |
|    fps                  | 974         |
|    iterations           | 43          |
|    time_elapsed         | 361         |
|    total_timesteps      | 352256      |
| train/                  |             |
|    approx_kl            | 0.020650014 |
|    clip_fraction        | 0.248       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.902       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.475       |
|    n_updates            | 11140       |
|    policy_gradient_loss | -0.00256    |
|    std                  | 0.468       |
|    value_loss           | 4.85        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 333         |
|    ep_rew_mean          | -69         |
| time/                   |             |
|    fps                  | 974         |
|    iterations           | 44          |
|    time_elapsed         | 369         |
|    total_timesteps      | 360448      |
| train/                  |             |
|    approx_kl            | 0.012027449 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.935       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.42        |
|    n_updates            | 11150       |
|    policy_gradient_loss | -0.00245    |
|    std                  | 0.473       |
|    value_loss           | 5.96        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 338         |
|    ep_rew_mean          | -67.4       |
| time/                   |             |
|    fps                  | 974         |
|    iterations           | 45          |
