Continuing from checkpoint: C:/GitHub/HumanoidRobot/simulation/training/pick_place/runs/pp_v19/checkpoints/ckpt_800000.zip
Logging to C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v21\logs\pp_v21_1
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.659       |
|    n_updates            | 22720       |
|    policy_gradient_loss | -0.000419   |
|    std                  | 0.522       |
|    value_loss           | 3.41        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.4        |
|    ep_rew_mean          | 1.34        |
| time/                   |             |
|    fps                  | 1037        |
|    iterations           | 9           |
|    time_elapsed         | 71          |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.020727385 |
|    clip_fraction        | 0.243       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.431       |
|    n_updates            | 22730       |
|    policy_gradient_loss | -0.000758   |
|    std                  | 0.522       |
|    value_loss           | 5.02        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 86          |
|    ep_rew_mean          | 2.9         |
| time/                   |             |
|    fps                  | 1030        |
|    iterations           | 10          |
|    time_elapsed         | 79          |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.014863404 |
|    clip_fraction        | 0.178       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.77        |
|    n_updates            | 22740       |
|    policy_gradient_loss | -0.000135   |
|    std                  | 0.525       |
|    value_loss           | 4.12        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | -9.42       |
| time/                   |             |
|    fps                  | 1022        |
|    iterations           | 11          |
|    time_elapsed         | 88          |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.025242098 |
|    clip_fraction        | 0.216       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.61       |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.205       |
|    n_updates            | 22750       |
|    policy_gradient_loss | -0.0014     |
|    std                  | 0.522       |
|    value_loss           | 1.95        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 103         |
|    ep_rew_mean          | -2.55       |
| time/                   |             |
|    fps                  | 1021        |
|    iterations           | 12          |
|    time_elapsed         | 96          |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.026017662 |
|    clip_fraction        | 0.214       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.81        |
|    n_updates            | 22760       |
|    policy_gradient_loss | -0.00321    |
|    std                  | 0.52        |
|    value_loss           | 3.51        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 85.8        |
|    ep_rew_mean          | 2.86        |
| time/                   |             |
|    fps                  | 1013        |
|    iterations           | 13          |
|    time_elapsed         | 105         |
|    total_timesteps      | 106496      |
| train/                  |             |
|    approx_kl            | 0.025638046 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.68        |
|    n_updates            | 22770       |
|    policy_gradient_loss | -0.00155    |
|    std                  | 0.52        |
|    value_loss           | 2.22        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 68.5        |
|    ep_rew_mean          | 8.76        |
| time/                   |             |
|    fps                  | 1010        |
|    iterations           | 14          |
|    time_elapsed         | 113         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.021866366 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.56       |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.332       |
|    n_updates            | 22780       |
|    policy_gradient_loss | -0.000935   |
|    std                  | 0.513       |
|    value_loss           | 2.45        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 86.4        |
|    ep_rew_mean          | 2.46        |
| time/                   |             |
|    fps                  | 1003        |
|    iterations           | 15          |
|    time_elapsed         | 122         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.025124844 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.55       |
|    explained_variance   | 0.996       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.301       |
|    n_updates            | 22790       |
|    policy_gradient_loss | 0.00201     |
|    std                  | 0.515       |
|    value_loss           | 1.73        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | -15.4       |
| time/                   |             |
|    fps                  | 1001        |
|    iterations           | 16          |
|    time_elapsed         | 130         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.027967956 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.52       |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.584       |
|    n_updates            | 22800       |
|    policy_gradient_loss | -0.00344    |
|    std                  | 0.509       |
|    value_loss           | 5.58        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 97.2       |
|    ep_rew_mean          | -5.93      |
| time/                   |            |
|    fps                  | 996        |
|    iterations           | 17         |
|    time_elapsed         | 139        |
|    total_timesteps      | 139264     |
| train/                  |            |
|    approx_kl            | 0.01704318 |
|    clip_fraction        | 0.209      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.51      |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.755      |
|    n_updates            | 22810      |
|    policy_gradient_loss | 0.00176    |
|    std                  | 0.509      |
|    value_loss           | 1.8        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 80.6        |
|    ep_rew_mean          | -0.989      |
| time/                   |             |
|    fps                  | 996         |
|    iterations           | 18          |
|    time_elapsed         | 147         |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.014700778 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.5        |
|    explained_variance   | 0.987       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.693       |
|    n_updates            | 22820       |
|    policy_gradient_loss | -0.00255    |
|    std                  | 0.509       |
|    value_loss           | 4.68        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | -12.6       |
| time/                   |             |
|    fps                  | 993         |
|    iterations           | 19          |
|    time_elapsed         | 156         |
|    total_timesteps      | 155648      |
| train/                  |             |
|    approx_kl            | 0.025526095 |
|    clip_fraction        | 0.24        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.5        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.776       |
|    n_updates            | 22830       |
|    policy_gradient_loss | -0.0011     |
|    std                  | 0.511       |
|    value_loss           | 2.08        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | -24.1       |
| time/                   |             |
|    fps                  | 991         |
|    iterations           | 20          |
|    time_elapsed         | 165         |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.025283799 |
|    clip_fraction        | 0.249       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.51       |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.326       |
|    n_updates            | 22840       |
|    policy_gradient_loss | -0.00175    |
|    std                  | 0.514       |
|    value_loss           | 1.75        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | -26.3       |
| time/                   |             |
|    fps                  | 990         |
|    iterations           | 21          |
|    time_elapsed         | 173         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.018303545 |
|    clip_fraction        | 0.184       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.51       |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.34        |
|    n_updates            | 22850       |
|    policy_gradient_loss | -0.0012     |
|    std                  | 0.514       |
|    value_loss           | 3.96        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 155         |
|    ep_rew_mean          | -33.8       |
| time/                   |             |
|    fps                  | 989         |
|    iterations           | 22          |
|    time_elapsed         | 182         |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.023160521 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.51       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.568       |
|    n_updates            | 22860       |
|    policy_gradient_loss | -0.00567    |
|    std                  | 0.514       |
|    value_loss           | 4.22        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | -18.1       |
| time/                   |             |
|    fps                  | 987         |
|    iterations           | 23          |
|    time_elapsed         | 190         |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.016645562 |
|    clip_fraction        | 0.168       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.52       |
|    explained_variance   | 0.969       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.27        |
|    n_updates            | 22870       |
|    policy_gradient_loss | -0.00252    |
|    std                  | 0.516       |
|    value_loss           | 5.29        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.7        |
|    ep_rew_mean          | -6.94       |
| time/                   |             |
|    fps                  | 988         |
|    iterations           | 24          |
|    time_elapsed         | 198         |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.022403223 |
|    clip_fraction        | 0.212       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.54       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.413       |
|    n_updates            | 22880       |
|    policy_gradient_loss | 0.00094     |
|    std                  | 0.517       |
|    value_loss           | 1.55        |
-----------------------------------------
[PeriodicArtifactCallback] step 200000: saving checkpoint, evaluating, rendering...
[PeriodicArtifactCallback] step 200000: success_rate=0.00 pick_success_rate=0.30 mean_reward=-252.41 -> C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v21\dashboard.html
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | -20.2       |
| time/                   |             |
|    fps                  | 931         |
|    iterations           | 25          |
|    time_elapsed         | 219         |
|    total_timesteps      | 204800      |
| train/                  |             |
|    approx_kl            | 0.029034479 |
|    clip_fraction        | 0.204       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.55       |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.446       |
|    n_updates            | 22890       |
|    policy_gradient_loss | -0.00192    |
|    std                  | 0.519       |
|    value_loss           | 2.96        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 132         |
|    ep_rew_mean          | -13.4       |
| time/                   |             |
|    fps                  | 934         |
|    iterations           | 26          |
|    time_elapsed         | 228         |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.020812403 |
|    clip_fraction        | 0.187       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.692       |
|    n_updates            | 22900       |
|    policy_gradient_loss | -0.00116    |
|    std                  | 0.521       |
|    value_loss           | 2.44        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 73.6        |
|    ep_rew_mean          | 2.61        |
| time/                   |             |
|    fps                  | 934         |
|    iterations           | 27          |
|    time_elapsed         | 236         |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.023989372 |
|    clip_fraction        | 0.197       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.61       |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.78        |
|    n_updates            | 22910       |
|    policy_gradient_loss | -0.0033     |
|    std                  | 0.525       |
|    value_loss           | 3.5         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 108         |
|    ep_rew_mean          | -9.83       |
| time/                   |             |
|    fps                  | 937         |
|    iterations           | 28          |
|    time_elapsed         | 244         |
|    total_timesteps      | 229376      |
| train/                  |             |
|    approx_kl            | 0.015793206 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.63       |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.32        |
|    n_updates            | 22920       |
|    policy_gradient_loss | -0.000926   |
|    std                  | 0.523       |
|    value_loss           | 7.87        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
|    ep_rew_mean          | -29.7       |
| time/                   |             |
|    fps                  | 937         |
|    iterations           | 29          |
|    time_elapsed         | 253         |
|    total_timesteps      | 237568      |
| train/                  |             |
|    approx_kl            | 0.017982475 |
|    clip_fraction        | 0.159       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.5         |
|    n_updates            | 22930       |
|    policy_gradient_loss | -0.00401    |
|    std                  | 0.526       |
|    value_loss           | 5.2         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | -22.5       |
| time/                   |             |
|    fps                  | 938         |
|    iterations           | 30          |
|    time_elapsed         | 261         |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.025113598 |
|    clip_fraction        | 0.205       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.02        |
|    n_updates            | 22940       |
|    policy_gradient_loss | -0.00262    |
|    std                  | 0.527       |
|    value_loss           | 4.44        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | -40.4       |
| time/                   |             |
|    fps                  | 938         |
|    iterations           | 31          |
|    time_elapsed         | 270         |
|    total_timesteps      | 253952      |
| train/                  |             |
|    approx_kl            | 0.027905792 |
|    clip_fraction        | 0.246       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.79        |
|    n_updates            | 22950       |
|    policy_gradient_loss | -0.00227    |
|    std                  | 0.529       |
|    value_loss           | 3.9         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 109         |
|    ep_rew_mean          | -20         |
| time/                   |             |
|    fps                  | 940         |
|    iterations           | 32          |
|    time_elapsed         | 278         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.025388494 |
|    clip_fraction        | 0.186       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.85        |
|    n_updates            | 22960       |
|    policy_gradient_loss | -0.00675    |
|    std                  | 0.528       |
|    value_loss           | 4.88        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.3        |
|    ep_rew_mean          | -9.85       |
| time/                   |             |
|    fps                  | 940         |
|    iterations           | 33          |
|    time_elapsed         | 287         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.014580003 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.42        |
|    n_updates            | 22970       |
|    policy_gradient_loss | -0.00123    |
|    std                  | 0.532       |
|    value_loss           | 4.92        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 86.1        |
|    ep_rew_mean          | -12.6       |
| time/                   |             |
|    fps                  | 942         |
|    iterations           | 34          |
|    time_elapsed         | 295         |
|    total_timesteps      | 278528      |
| train/                  |             |
|    approx_kl            | 0.024803568 |
|    clip_fraction        | 0.208       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.3         |
|    n_updates            | 22980       |
|    policy_gradient_loss | -0.00183    |
|    std                  | 0.531       |
|    value_loss           | 6           |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 144         |
|    ep_rew_mean          | -32.1       |
| time/                   |             |
|    fps                  | 942         |
|    iterations           | 35          |
|    time_elapsed         | 304         |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.033888035 |
|    clip_fraction        | 0.257       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.7        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.86        |
|    n_updates            | 22990       |
|    policy_gradient_loss | -0.000437   |
|    std                  | 0.531       |
|    value_loss           | 3.1         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | -26.9       |
| time/                   |             |
|    fps                  | 944         |
|    iterations           | 36          |
|    time_elapsed         | 312         |
|    total_timesteps      | 294912      |
| train/                  |             |
|    approx_kl            | 0.024139777 |
|    clip_fraction        | 0.218       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.72       |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.35        |
|    n_updates            | 23000       |
|    policy_gradient_loss | -0.0083     |
|    std                  | 0.536       |
|    value_loss           | 3.47        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 87.1        |
|    ep_rew_mean          | -2.46       |
| time/                   |             |
|    fps                  | 945         |
|    iterations           | 37          |
|    time_elapsed         | 320         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.026929142 |
|    clip_fraction        | 0.195       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.72       |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.425       |
|    n_updates            | 23010       |
|    policy_gradient_loss | -0.00401    |
|    std                  | 0.535       |
|    value_loss           | 3.75        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 103         |
|    ep_rew_mean          | -4.96       |
| time/                   |             |
|    fps                  | 946         |
|    iterations           | 38          |
|    time_elapsed         | 328         |
|    total_timesteps      | 311296      |
| train/                  |             |
|    approx_kl            | 0.022790793 |
|    clip_fraction        | 0.216       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.72       |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | 1           |
|    n_updates            | 23020       |
|    policy_gradient_loss | -0.00423    |
|    std                  | 0.536       |
|    value_loss           | 3.59        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | -22.9       |
| time/                   |             |
|    fps                  | 947         |
|    iterations           | 39          |
|    time_elapsed         | 337         |
|    total_timesteps      | 319488      |
| train/                  |             |
|    approx_kl            | 0.018744137 |
|    clip_fraction        | 0.222       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.73       |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.782       |
|    n_updates            | 23030       |
|    policy_gradient_loss | -0.00195    |
|    std                  | 0.535       |
|    value_loss           | 2.53        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 156         |
|    ep_rew_mean          | -50.7       |
| time/                   |             |
|    fps                  | 948         |
|    iterations           | 40          |
|    time_elapsed         | 345         |
|    total_timesteps      | 327680      |
| train/                  |             |
|    approx_kl            | 0.018954154 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.72       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.86        |
|    n_updates            | 23040       |
|    policy_gradient_loss | -0.00746    |
|    std                  | 0.533       |
|    value_loss           | 4.67        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 103         |
|    ep_rew_mean          | -4.71       |
| time/                   |             |
|    fps                  | 950         |
|    iterations           | 41          |
|    time_elapsed         | 353         |
|    total_timesteps      | 335872      |
| train/                  |             |
|    approx_kl            | 0.026957896 |
|    clip_fraction        | 0.239       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.268       |
|    n_updates            | 23050       |
|    policy_gradient_loss | 0.000801    |
|    std                  | 0.53        |
|    value_loss           | 1.38        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 91.4        |
|    ep_rew_mean          | -2.76       |
| time/                   |             |
|    fps                  | 950         |
|    iterations           | 42          |
|    time_elapsed         | 361         |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.019739814 |
|    clip_fraction        | 0.152       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.985       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.324       |
|    n_updates            | 23060       |
|    policy_gradient_loss | -0.00193    |
|    std                  | 0.53        |
|    value_loss           | 2.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 121         |
|    ep_rew_mean          | -16         |
| time/                   |             |
|    fps                  | 951         |
|    iterations           | 43          |
|    time_elapsed         | 370         |
|    total_timesteps      | 352256      |
| train/                  |             |
|    approx_kl            | 0.028652286 |
|    clip_fraction        | 0.224       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.47        |
|    n_updates            | 23070       |
|    policy_gradient_loss | -0.00368    |
|    std                  | 0.525       |
|    value_loss           | 3.38        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 126         |
|    ep_rew_mean          | -14         |
| time/                   |             |
|    fps                  | 951         |
|    iterations           | 44          |
|    time_elapsed         | 378         |
|    total_timesteps      | 360448      |
| train/                  |             |
|    approx_kl            | 0.021725401 |
|    clip_fraction        | 0.215       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.69       |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.376       |
|    n_updates            | 23080       |
|    policy_gradient_loss | -0.00106    |
|    std                  | 0.53        |
|    value_loss           | 1.64        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
