Using cuda device
Logging to C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v20\logs\pp_v20_1
---------------------------------
| rollout/           |          |
|    explained_variance   | 0.738        |
|    learning_rate        | 0.0003       |
|    loss                 | 26.9         |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00335     |
|    std                  | 0.981        |
|    value_loss           | 72           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 243         |
|    ep_rew_mean          | -178        |
| time/                   |             |
|    fps                  | 2590        |
|    iterations           | 9           |
|    time_elapsed         | 28          |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.005831204 |
|    clip_fraction        | 0.0264      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.59       |
|    explained_variance   | 0.911       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.2        |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.0029     |
|    std                  | 0.975       |
|    value_loss           | 34          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 271         |
|    ep_rew_mean          | -201        |
| time/                   |             |
|    fps                  | 2575        |
|    iterations           | 10          |
|    time_elapsed         | 31          |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.007469834 |
|    clip_fraction        | 0.0407      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.57       |
|    explained_variance   | 0.935       |
|    learning_rate        | 0.0003      |
|    loss                 | 27.1        |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00307    |
|    std                  | 0.972       |
|    value_loss           | 37.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 272         |
|    ep_rew_mean          | -205        |
| time/                   |             |
|    fps                  | 2563        |
|    iterations           | 11          |
|    time_elapsed         | 35          |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.004430702 |
|    clip_fraction        | 0.0425      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.57       |
|    explained_variance   | 0.937       |
|    learning_rate        | 0.0003      |
|    loss                 | 14.6        |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00258    |
|    std                  | 0.973       |
|    value_loss           | 38.4        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 261          |
|    ep_rew_mean          | -191         |
| time/                   |              |
|    fps                  | 2569         |
|    iterations           | 12           |
|    time_elapsed         | 38           |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0052077416 |
|    clip_fraction        | 0.0423       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.56        |
|    explained_variance   | 0.925        |
|    learning_rate        | 0.0003       |
|    loss                 | 19.5         |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00277     |
|    std                  | 0.969        |
|    value_loss           | 54           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 248          |
|    ep_rew_mean          | -186         |
| time/                   |              |
|    fps                  | 2574         |
|    iterations           | 13           |
|    time_elapsed         | 41           |
|    total_timesteps      | 106496       |
| train/                  |              |
|    approx_kl            | 0.0064531574 |
|    clip_fraction        | 0.0595       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.54        |
|    explained_variance   | 0.962        |
|    learning_rate        | 0.0003       |
|    loss                 | 16.8         |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00325     |
|    std                  | 0.964        |
|    value_loss           | 26.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 229          |
|    ep_rew_mean          | -162         |
| time/                   |              |
|    fps                  | 2561         |
|    iterations           | 14           |
|    time_elapsed         | 44           |
|    total_timesteps      | 114688       |
| train/                  |              |
|    approx_kl            | 0.0074479114 |
|    clip_fraction        | 0.0633       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.53        |
|    explained_variance   | 0.954        |
|    learning_rate        | 0.0003       |
|    loss                 | 21.6         |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00315     |
|    std                  | 0.964        |
|    value_loss           | 34.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 235         |
|    ep_rew_mean          | -172        |
| time/                   |             |
|    fps                  | 2550        |
|    iterations           | 15          |
|    time_elapsed         | 48          |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.005303241 |
|    clip_fraction        | 0.0535      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.52       |
|    explained_variance   | 0.933       |
|    learning_rate        | 0.0003      |
|    loss                 | 27.6        |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.00388    |
|    std                  | 0.96        |
|    value_loss           | 53.5        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 229          |
|    ep_rew_mean          | -170         |
| time/                   |              |
|    fps                  | 2543         |
|    iterations           | 16           |
|    time_elapsed         | 51           |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0067200745 |
|    clip_fraction        | 0.05         |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.5         |
|    explained_variance   | 0.95         |
|    learning_rate        | 0.0003       |
|    loss                 | 17.8         |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.00351     |
|    std                  | 0.953        |
|    value_loss           | 38.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 230          |
|    ep_rew_mean          | -173         |
| time/                   |              |
|    fps                  | 2547         |
|    iterations           | 17           |
|    time_elapsed         | 54           |
|    total_timesteps      | 139264       |
| train/                  |              |
|    approx_kl            | 0.0069174375 |
|    clip_fraction        | 0.0595       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.48        |
|    explained_variance   | 0.944        |
|    learning_rate        | 0.0003       |
|    loss                 | 20.5         |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00276     |
|    std                  | 0.952        |
|    value_loss           | 41.2         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 213         |
|    ep_rew_mean          | -148        |
| time/                   |             |
|    fps                  | 2556        |
|    iterations           | 18          |
|    time_elapsed         | 57          |
|    total_timesteps      | 147456      |
| train/                  |             |
|    approx_kl            | 0.007642066 |
|    clip_fraction        | 0.0577      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.48       |
|    explained_variance   | 0.919       |
|    learning_rate        | 0.0003      |
|    loss                 | 37.1        |
|    n_updates            | 170         |
|    policy_gradient_loss | -0.00374    |
|    std                  | 0.951       |
|    value_loss           | 57          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 231          |
|    ep_rew_mean          | -155         |
| time/                   |              |
|    fps                  | 2552         |
|    iterations           | 19           |
|    time_elapsed         | 60           |
|    total_timesteps      | 155648       |
| train/                  |              |
|    approx_kl            | 0.0060976082 |
|    clip_fraction        | 0.0736       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.48        |
|    explained_variance   | 0.938        |
|    learning_rate        | 0.0003       |
|    loss                 | 38.9         |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.0051      |
|    std                  | 0.952        |
|    value_loss           | 37.4         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 249         |
|    ep_rew_mean          | -167        |
| time/                   |             |
|    fps                  | 2549        |
|    iterations           | 20          |
|    time_elapsed         | 64          |
|    total_timesteps      | 163840      |
| train/                  |             |
|    approx_kl            | 0.007885268 |
|    clip_fraction        | 0.0879      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.47       |
|    explained_variance   | 0.948       |
|    learning_rate        | 0.0003      |
|    loss                 | 13.4        |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00602    |
|    std                  | 0.948       |
|    value_loss           | 30.3        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 253        |
|    ep_rew_mean          | -163       |
| time/                   |            |
|    fps                  | 2542       |
|    iterations           | 21         |
|    time_elapsed         | 67         |
|    total_timesteps      | 172032     |
| train/                  |            |
|    approx_kl            | 0.00711308 |
|    clip_fraction        | 0.0751     |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.45      |
|    explained_variance   | 0.899      |
|    learning_rate        | 0.0003     |
|    loss                 | 30.8       |
|    n_updates            | 200        |
|    policy_gradient_loss | -0.00286   |
|    std                  | 0.942      |
|    value_loss           | 48.3       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 255         |
|    ep_rew_mean          | -164        |
| time/                   |             |
|    fps                  | 2546        |
|    iterations           | 22          |
|    time_elapsed         | 70          |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.008483437 |
|    clip_fraction        | 0.0712      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.44       |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.0003      |
|    loss                 | 11.3        |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00403    |
|    std                  | 0.945       |
|    value_loss           | 47.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 277         |
|    ep_rew_mean          | -179        |
| time/                   |             |
|    fps                  | 2551        |
|    iterations           | 23          |
|    time_elapsed         | 73          |
|    total_timesteps      | 188416      |
| train/                  |             |
|    approx_kl            | 0.005961955 |
|    clip_fraction        | 0.0486      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.43       |
|    explained_variance   | 0.938       |
|    learning_rate        | 0.0003      |
|    loss                 | 30.3        |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00296    |
|    std                  | 0.939       |
|    value_loss           | 40.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 262         |
|    ep_rew_mean          | -158        |
| time/                   |             |
|    fps                  | 2547        |
|    iterations           | 24          |
|    time_elapsed         | 77          |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.007001239 |
|    clip_fraction        | 0.0641      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.38       |
|    explained_variance   | 0.964       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.39        |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00194    |
|    std                  | 0.922       |
|    value_loss           | 15.3        |
-----------------------------------------
[PeriodicArtifactCallback] step 200000: saving checkpoint, evaluating, rendering...
[PeriodicArtifactCallback] step 200000: success_rate=0.00 pick_success_rate=0.00 mean_reward=-715.30 -> C:\GitHub\HumanoidRobot\simulation\training\pick_place\runs\pp_v20\dashboard.html
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 235          |
|    ep_rew_mean          | -142         |
| time/                   |              |
|    fps                  | 2213         |
|    iterations           | 25           |
|    time_elapsed         | 92           |
|    total_timesteps      | 204800       |
| train/                  |              |
|    approx_kl            | 0.0076983026 |
|    clip_fraction        | 0.0734       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.34        |
|    explained_variance   | 0.955        |
|    learning_rate        | 0.0003       |
|    loss                 | 18.6         |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00383     |
|    std                  | 0.917        |
|    value_loss           | 38.4         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 224         |
|    ep_rew_mean          | -128        |
| time/                   |             |
|    fps                  | 2226        |
|    iterations           | 26          |
|    time_elapsed         | 95          |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.007349493 |
|    clip_fraction        | 0.0676      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.32       |
|    explained_variance   | 0.937       |
|    learning_rate        | 0.0003      |
|    loss                 | 19.9        |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00329    |
|    std                  | 0.914       |
|    value_loss           | 47.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 234         |
|    ep_rew_mean          | -136        |
| time/                   |             |
|    fps                  | 2241        |
|    iterations           | 27          |
|    time_elapsed         | 98          |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.005133362 |
|    clip_fraction        | 0.0518      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.31       |
|    explained_variance   | 0.933       |
|    learning_rate        | 0.0003      |
|    loss                 | 22.2        |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00288    |
|    std                  | 0.913       |
|    value_loss           | 39.5        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 218        |
|    ep_rew_mean          | -121       |
| time/                   |            |
|    fps                  | 2252       |
|    iterations           | 28         |
|    time_elapsed         | 101        |
|    total_timesteps      | 229376     |
| train/                  |            |
|    approx_kl            | 0.00631524 |
|    clip_fraction        | 0.0703     |
|    clip_range           | 0.2        |
|    entropy_loss         | -5.31      |
|    explained_variance   | 0.917      |
|    learning_rate        | 0.0003     |
|    loss                 | 9.77       |
|    n_updates            | 270        |
|    policy_gradient_loss | -0.00262   |
|    std                  | 0.913      |
|    value_loss           | 28.2       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 223          |
|    ep_rew_mean          | -134         |
| time/                   |              |
|    fps                  | 2258         |
|    iterations           | 29           |
|    time_elapsed         | 105          |
|    total_timesteps      | 237568       |
| train/                  |              |
|    approx_kl            | 0.0076918113 |
|    clip_fraction        | 0.0793       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.3         |
|    explained_variance   | 0.943        |
|    learning_rate        | 0.0003       |
|    loss                 | 16.4         |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00303     |
|    std                  | 0.911        |
|    value_loss           | 36.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 221          |
|    ep_rew_mean          | -131         |
| time/                   |              |
|    fps                  | 2264         |
|    iterations           | 30           |
|    time_elapsed         | 108          |
|    total_timesteps      | 245760       |
| train/                  |              |
|    approx_kl            | 0.0046757245 |
|    clip_fraction        | 0.0654       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.3         |
|    explained_variance   | 0.941        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.8          |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.00343     |
|    std                  | 0.914        |
|    value_loss           | 24.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 255          |
|    ep_rew_mean          | -154         |
| time/                   |              |
|    fps                  | 2273         |
|    iterations           | 31           |
|    time_elapsed         | 111          |
|    total_timesteps      | 253952       |
| train/                  |              |
|    approx_kl            | 0.0072036404 |
|    clip_fraction        | 0.0697       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.3         |
|    explained_variance   | 0.916        |
|    learning_rate        | 0.0003       |
|    loss                 | 12.6         |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00249     |
|    std                  | 0.907        |
|    value_loss           | 33.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 230         |
|    ep_rew_mean          | -127        |
| time/                   |             |
|    fps                  | 2283        |
|    iterations           | 32          |
|    time_elapsed         | 114         |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.011960805 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.26       |
|    explained_variance   | 0.922       |
|    learning_rate        | 0.0003      |
|    loss                 | 13.8        |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00451    |
|    std                  | 0.902       |
|    value_loss           | 24.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 248         |
|    ep_rew_mean          | -132        |
| time/                   |             |
|    fps                  | 2292        |
|    iterations           | 33          |
|    time_elapsed         | 117         |
|    total_timesteps      | 270336      |
| train/                  |             |
|    approx_kl            | 0.006389832 |
|    clip_fraction        | 0.0745      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.24       |
|    explained_variance   | 0.936       |
|    learning_rate        | 0.0003      |
|    loss                 | 12.3        |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00355    |
|    std                  | 0.894       |
|    value_loss           | 30.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 195          |
|    ep_rew_mean          | -98.8        |
| time/                   |              |
|    fps                  | 2295         |
|    iterations           | 34           |
|    time_elapsed         | 121          |
|    total_timesteps      | 278528       |
| train/                  |              |
|    approx_kl            | 0.0065911054 |
|    clip_fraction        | 0.0536       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.2         |
|    explained_variance   | 0.877        |
|    learning_rate        | 0.0003       |
|    loss                 | 18.2         |
|    n_updates            | 330          |
|    policy_gradient_loss | -0.00193     |
|    std                  | 0.885        |
|    value_loss           | 29.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 210          |
|    ep_rew_mean          | -102         |
| time/                   |              |
|    fps                  | 2299         |
|    iterations           | 35           |
|    time_elapsed         | 124          |
|    total_timesteps      | 286720       |
| train/                  |              |
|    approx_kl            | 0.0059836367 |
|    clip_fraction        | 0.0661       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.17        |
|    explained_variance   | 0.927        |
|    learning_rate        | 0.0003       |
|    loss                 | 19.2         |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00228     |
|    std                  | 0.879        |
|    value_loss           | 29.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 201          |
|    ep_rew_mean          | -90.3        |
| time/                   |              |
|    fps                  | 2302         |
|    iterations           | 36           |
|    time_elapsed         | 128          |
|    total_timesteps      | 294912       |
| train/                  |              |
|    approx_kl            | 0.0074930796 |
|    clip_fraction        | 0.0804       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.16        |
|    explained_variance   | 0.92         |
|    learning_rate        | 0.0003       |
|    loss                 | 14.2         |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.00258     |
|    std                  | 0.882        |
|    value_loss           | 25.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 197         |
|    ep_rew_mean          | -89.9       |
| time/                   |             |
|    fps                  | 2311        |
|    iterations           | 37          |
|    time_elapsed         | 131         |
|    total_timesteps      | 303104      |
| train/                  |             |
|    approx_kl            | 0.006064196 |
|    clip_fraction        | 0.0653      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.15       |
|    explained_variance   | 0.893       |
|    learning_rate        | 0.0003      |
|    loss                 | 34.5        |
|    n_updates            | 360         |
|    policy_gradient_loss | -0.00272    |
|    std                  | 0.877       |
|    value_loss           | 39.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 185         |
|    ep_rew_mean          | -84.9       |
| time/                   |             |
|    fps                  | 2319        |
|    iterations           | 38          |
|    time_elapsed         | 134         |
|    total_timesteps      | 311296      |
| train/                  |             |
|    approx_kl            | 0.008690768 |
|    clip_fraction        | 0.083       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.13       |
|    explained_variance   | 0.901       |
|    learning_rate        | 0.0003      |
|    loss                 | 11.9        |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.00201    |
|    std                  | 0.872       |
|    value_loss           | 26          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 162          |
|    ep_rew_mean          | -74          |
| time/                   |              |
|    fps                  | 2323         |
|    iterations           | 39           |
|    time_elapsed         | 137          |
|    total_timesteps      | 319488       |
| train/                  |              |
|    approx_kl            | 0.0057201395 |
|    clip_fraction        | 0.0739       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.11        |
|    explained_variance   | 0.845        |
|    learning_rate        | 0.0003       |
|    loss                 | 8.14         |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00213     |
|    std                  | 0.869        |
|    value_loss           | 25.1         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | -59.7       |
| time/                   |             |
|    fps                  | 2326        |
|    iterations           | 40          |
|    time_elapsed         | 140         |
|    total_timesteps      | 327680      |
| train/                  |             |
|    approx_kl            | 0.005622537 |
|    clip_fraction        | 0.0698      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.1        |
|    explained_variance   | 0.916       |
|    learning_rate        | 0.0003      |
|    loss                 | 20.2        |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.00198    |
|    std                  | 0.867       |
|    value_loss           | 45.8        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 153          |
|    ep_rew_mean          | -65.8        |
| time/                   |              |
|    fps                  | 2328         |
|    iterations           | 41           |
|    time_elapsed         | 144          |
|    total_timesteps      | 335872       |
| train/                  |              |
|    approx_kl            | 0.0069211205 |
|    clip_fraction        | 0.0771       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.11        |
|    explained_variance   | 0.925        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.55         |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.003       |
|    std                  | 0.871        |
|    value_loss           | 28.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 215          |
|    ep_rew_mean          | -107         |
| time/                   |              |
|    fps                  | 2334         |
|    iterations           | 42           |
|    time_elapsed         | 147          |
|    total_timesteps      | 344064       |
| train/                  |              |
|    approx_kl            | 0.0070725176 |
|    clip_fraction        | 0.0924       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.11        |
|    explained_variance   | 0.91         |
|    learning_rate        | 0.0003       |
|    loss                 | 11.6         |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.00222     |
|    std                  | 0.866        |
|    value_loss           | 15.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 227         |
|    ep_rew_mean          | -118        |
| time/                   |             |
|    fps                  | 2342        |
|    iterations           | 43          |
|    time_elapsed         | 150         |
|    total_timesteps      | 352256      |
| train/                  |             |
|    approx_kl            | 0.006200998 |
|    clip_fraction        | 0.0617      |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.09       |
|    explained_variance   | 0.886       |
|    learning_rate        | 0.0003      |
|    loss                 | 11          |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.00102    |
|    std                  | 0.865       |
|    value_loss           | 37.1        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 226          |
|    ep_rew_mean          | -126         |
| time/                   |              |
|    fps                  | 2349         |
|    iterations           | 44           |
|    time_elapsed         | 153          |
|    total_timesteps      | 360448       |
| train/                  |              |
|    approx_kl            | 0.0072909063 |
|    clip_fraction        | 0.0751       |
|    clip_range           | 0.2          |
|    entropy_loss         | -5.08        |
|    explained_variance   | 0.907        |
|    learning_rate        | 0.0003       |
|    loss                 | 6.49         |
|    n_updates            | 430          |
|    policy_gradient_loss | -0.00339     |
|    std                  | 0.863        |
|    value_loss           | 23.4         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 249         |
|    ep_rew_mean          | -132        |
| time/                   |             |
|    fps                  | 2351        |
|    iterations           | 45          |
|    time_elapsed         | 156         |
|    total_timesteps      | 368640      |
| train/                  |             |
|    approx_kl            | 0.009700221 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -5.07       |
|    explained_variance   | 0.918       |
|    learning_rate        | 0.0003      |
|    loss                 | 14.4        |
|    n_updates            | 440         |
